# producer=CAELIX
# when=2026-02-25T11:46:46
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06D_relativity_twin_paradox_threshold_lock/20260225_114645 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 1500 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10
# run_id=20260225_114645
# experiment=06D_relativity_twin_paradox_threshold_lock
# artefact=relativity
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=1500
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr
389,36,35.658603,79,0.0556776,36,232,36,280,79,232,79,280,-2.776124878e+02,8.520515442e+01,-2.041635742e+02,1.811724472e+01,1.134841219e+07,2.048149100e+06,4.576698300e+06,3.081888725e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
390,36,35.714281,79,0.0556776,36,232,36,280,79,232,79,280,-2.636156311e+02,7.217535400e+01,-2.245939789e+02,2.392182541e+01,1.091570448e+07,1.640511579e+06,5.044113396e+06,3.882254054e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
391,36,35.769959,79,0.0556776,36,232,36,280,79,232,79,280,-2.428031769e+02,5.881842041e+01,-2.310514984e+02,3.057305527e+01,1.026281074e+07,1.225243885e+06,5.213969361e+06,4.625994408e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
392,36,35.825636,79,0.0556776,36,232,36,280,79,232,79,280,-2.179948730e+02,4.649116516e+01,-2.230354462e+02,3.770934677e+01,9.457352479e+06,8.504071800e+05,5.078772709e+06,5.297378916e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
393,36,35.881314,80,0.0556776,36,232,36,280,80,232,80,280,-1.920034637e+02,3.606924438e+01,-2.129880981e+02,4.229699326e+01,8.558513891e+06,5.499090590e+05,4.921385338e+06,5.608152656e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
394,36,35.936992,80,0.0556776,36,232,36,280,80,232,80,280,-1.669006958e+02,2.779756737e+01,-1.875616608e+02,4.982898331e+01,7.613213600e+06,3.379778887e+05,4.525955800e+06,6.221388732e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
395,36,35.992669,80,0.0556776,36,232,36,280,80,232,80,280,-1.436917267e+02,2.136604118e+01,-1.554164429e+02,5.631708145e+01,6.658000544e+06,2.096364963e+05,4.110957431e+06,6.760903698e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
396,36,36.048347,80,0.0556776,36,232,36,280,80,232,80,280,-1.225554810e+02,1.613482857e+01,-1.219389648e+02,6.130600739e+01,5.720222390e+06,1.461582136e+05,3.769495623e+06,7.205316950e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
397,36,36.104025,80,0.0556776,36,232,36,280,80,232,80,280,-1.033850555e+02,1.139658642e+01,-9.216715240e+01,6.463762665e+01,4.817413424e+06,1.229604086e+05,3.533686043e+06,7.526680816e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
398,36,36.159702,80,0.0556776,36,232,36,280,80,232,80,280,-8.618094635e+01,6.598480701e+00,-6.949893188e+01,6.642819977e+01,3.957319682e+06,1.171563450e+05,3.385288695e+06,7.695151146e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
399,36,36.215380,81,0.0556776,36,232,36,280,81,232,81,280,-7.105751038e+01,1.491027713e+00,-6.274575043e+01,6.839910126e+01,3.140891059e+06,1.128638412e+05,3.267720976e+06,7.959019578e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
400,36,36.271057,81,0.0556776,36,232,36,280,81,232,81,280,-5.799731064e+01,-3.825812340e+00,-5.081105423e+01,6.779782104e+01,2.369261068e+06,1.036313834e+05,3.115702501e+06,7.859570730e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
401,36,36.326735,81,0.0556776,36,232,36,280,81,232,81,280,-4.666600800e+01,-8.985480309e+00,-4.486838913e+01,6.618733215e+01,1.654047932e+06,9.210951489e+04,2.949707278e+06,7.553474696e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
402,36,36.382413,81,0.0556776,36,232,36,280,81,232,81,280,-3.644588470e+01,-1.354802227e+01,-4.266982269e+01,6.371609497e+01,1.027048561e+06,8.711610083e+04,2.736666807e+06,7.060616626e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
403,36,36.438090,81,0.0556776,36,232,36,280,81,232,81,280,-2.658719635e+01,-1.721334267e+01,-4.217947006e+01,6.038098145e+01,5.417289184e+05,9.823536738e+04,2.450210850e+06,6.420110366e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
404,36,36.493768,81,0.0556776,36,232,36,280,81,232,81,280,-1.631122017e+01,-1.993195915e+01,-4.213750458e+01,5.610951614e+01,2.603132130e+05,1.291325399e+05,2.081226246e+06,5.683325564e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
405,37,36.549446,82,0.0556776,37,232,37,280,82,232,82,280,-9.148676872e+00,-2.615058327e+01,-3.773207092e+01,5.331996155e+01,1.865239707e+05,1.702438337e+05,1.732307934e+06,5.534687605e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
406,37,36.605123,82,0.0556776,37,232,37,280,82,232,82,280,2.251608610e+00,-2.634097862e+01,-3.690909576e+01,4.775482178e+01,3.187911093e+05,2.030808325e+05,1.310577436e+06,4.732704649e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
407,37,36.660801,82,0.0556776,37,232,37,280,82,232,82,280,1.526320553e+01,-2.682820892e+01,-3.712417221e+01,4.147064972e+01,6.626823590e+05,2.269473298e+05,9.202586070e+05,3.950244574e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
408,37,36.716479,82,0.0556776,37,232,37,280,82,232,82,280,3.011406326e+01,-2.762700462e+01,-3.879472351e+01,3.462881851e+01,1.166679119e+06,2.264409486e+05,6.213430825e+05,3.217506266e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
409,37,36.772156,82,0.0556776,37,232,37,280,82,232,82,280,4.661100006e+01,-2.823719597e+01,-4.165753555e+01,2.751379395e+01,1.770158037e+06,1.968882172e+05,4.537344318e+05,2.552926154e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
410,37,36.827834,82,0.0556776,37,232,37,280,82,232,82,280,6.421637726e+01,-2.771910858e+01,-4.456643677e+01,2.048945618e+01,2.417523404e+06,1.485489061e+05,4.224424930e+05,1.965359424e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
411,37,36.883512,83,0.0556776,37,232,37,280,83,232,83,280,8.222191620e+01,-2.501145744e+01,-4.238888931e+01,1.844771194e+01,3.061284831e+06,1.020213045e+05,4.156581017e+05,1.780363856e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
412,37,36.939189,83,0.0556776,37,232,37,280,83,232,83,280,9.988626099e+01,-1.941885757e+01,-4.466303635e+01,1.223976421e+01,3.656934385e+06,7.818339473e+04,5.216425096e+05,1.267462523e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
413,37,36.994867,83,0.0556776,37,232,37,280,83,232,83,280,1.164790115e+02,-1.105526924e+01,-4.328651047e+01,6.758615017e+00,4.158351141e+06,8.872118047e+04,6.591932663e+05,8.443326253e+04,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
414,37,37.050544,83,0.0556776,37,232,37,280,83,232,83,280,1.312837372e+02,-1.008325934e+00,-3.687213135e+01,2.133747816e+00,4.520346118e+06,1.316347187e+05,7.951794706e+05,5.162634705e+04,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
415,37,37.106222,83,0.0556776,37,232,37,280,83,232,83,280,1.436326752e+02,8.873958588e+00,-2.475027657e+01,-1.668685436e+00,4.708138846e+06,1.927405320e+05,9.176758173e+05,2.931596923e+04,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
416,37,37.161900,83,0.0556776,37,232,37,280,83,232,83,280,1.529645691e+02,1.647517014e+01,-6.967709541e+00,-4.836040497e+00,4.707756395e+06,2.517692917e+05,1.035649391e+06,1.931333677e+04,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
417,37,37.217577,84,0.0556776,37,232,37,280,84,232,84,280,1.588332672e+02,1.997722054e+01,-5.031406879e+00,-5.208851814e+00,4.530357780e+06,2.905610939e+05,9.587606426e+05,1.577237434e+04,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
418,37,37.273255,84,0.0556776,37,232,37,280,84,232,84,280,1.608492584e+02,1.832610703e+01,1.869760132e+01,-7.845770836e+00,4.207745562e+06,3.003202205e+05,1.097795535e+06,2.559363281e+04,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
419,37,37.328933,84,0.0556776,37,232,37,280,84,232,84,280,1.586335907e+02,1.149306965e+01,4.657817459e+01,-1.046619797e+01,3.782613136e+06,2.849892832e+05,1.308868453e+06,5.151734913e+04,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
420,37,37.384610,84,0.0556776,37,232,37,280,84,232,84,280,1.518927002e+02,4.698980451e-01,7.655605316e+01,-1.338017559e+01,3.300215924e+06,2.592550080e+05,1.602145807e+06,9.439660796e+04,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
421,37,37.440288,84,0.0556776,37,232,37,280,84,232,84,280,1.406322174e+02,-1.302585793e+01,1.061070251e+02,-1.688591003e+01,2.805363152e+06,2.421375743e+05,1.956699253e+06,1.540131090e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
422,37,37.495966,84,0.0556776,37,232,37,280,84,232,84,280,1.253960876e+02,-2.705871010e+01,1.324422302e+02,-2.123610687e+01,2.342451541e+06,2.490283081e+05,2.319210747e+06,2.285882225e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
423,38,37.551643,85,0.0556776,38,232,38,280,85,232,85,280,1.120454712e+02,-2.916886711e+01,1.387463989e+02,-2.194462776e+01,2.217640997e+06,2.292545598e+05,2.396956730e+06,2.309412573e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
424,38,37.607321,85,0.0556776,38,232,38,280,85,232,85,280,8.899709320e+01,-4.291589737e+01,1.588297729e+02,-2.744278336e+01,1.774661016e+06,2.725285161e+05,2.708786301e+06,3.119270388e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
425,38,37.662999,85,0.0556776,38,232,38,280,85,232,85,280,6.751543427e+01,-5.403201294e+01,1.695437469e+02,-3.375902176e+01,1.462955582e+06,3.369456138e+05,2.856260910e+06,3.989382586e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
426,38,37.718676,85,0.0556776,38,232,38,280,85,232,85,280,4.965137482e+01,-6.179775620e+01,1.691237793e+02,-4.049925613e+01,1.273617017e+06,4.003434551e+05,2.798355499e+06,4.847700391e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
427,38,37.774354,85,0.0556776,38,232,38,280,85,232,85,280,3.669889832e+01,-6.586958313e+01,1.572238159e+02,-4.707799149e+01,1.172142417e+06,4.392062718e+05,2.546466242e+06,5.600988520e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
428,38,37.830031,85,0.0556776,38,232,38,280,85,232,85,280,2.898993683e+01,-6.610384369e+01,1.351324005e+02,-5.279041672e+01,1.114230142e+06,4.389540871e+05,2.162510498e+06,6.150585482e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
429,38,37.885709,86,0.0556776,38,232,38,280,86,232,86,280,2.594890785e+01,-6.249586105e+01,1.313581238e+02,-5.342692947e+01,1.061162511e+06,3.995043639e+05,2.183486447e+06,6.130556526e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
430,38,37.941387,86,0.0556776,38,232,38,280,86,232,86,280,2.639345169e+01,-5.522204971e+01,1.006832047e+02,-5.741780472e+01,9.882124006e+05,3.338248360e+05,1.792576468e+06,6.478377678e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
431,38,37.997064,86,0.0556776,38,232,38,280,86,232,86,280,2.894578362e+01,-4.473164749e+01,6.692262268e+01,-5.935991669e+01,8.855804105e+05,2.612205621e+05,1.451237589e+06,6.510239894e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
432,38,38.052742,86,0.0556776,38,232,38,280,86,232,86,280,3.237789536e+01,-3.184326553e+01,3.421821976e+01,-5.883890152e+01,7.553867658e+05,1.991454659e+05,1.199652377e+06,6.204543814e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
433,38,38.108420,86,0.0556776,38,232,38,280,86,232,86,280,3.577811813e+01,-1.779043388e+01,6.177473068e+00,-5.569086456e+01,6.080106099e+05,1.570787229e+05,1.036699285e+06,5.588747806e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
434,38,38.164097,86,0.0556776,38,232,38,280,86,232,86,280,3.853683472e+01,-4.132136345e+00,-1.472978497e+01,-5.002197647e+01,4.589335795e+05,1.347277810e+05,9.303389828e+05,4.737297656e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
435,38,38.219775,87,0.0556776,38,232,38,280,87,232,87,280,4.021280289e+01,7.525437832e+00,-1.546853352e+01,-5.144427109e+01,3.257433512e+05,1.249962736e+05,1.021889531e+06,4.974617922e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
436,38,38.275453,87,0.0556776,38,232,38,280,87,232,87,280,4.035783005e+01,1.592620850e+01,-2.716760826e+01,-4.454271698e+01,2.245223099e+05,1.197726045e+05,8.809959222e+05,4.005704981e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
437,38,38.331130,87,0.0556776,38,232,38,280,87,232,87,280,3.838889694e+01,2.048630905e+01,-3.141438675e+01,-3.566037369e+01,1.656091935e+05,1.149075343e+05,7.158920025e+05,3.019941760e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
438,38,38.386808,87,0.0556776,38,232,38,280,87,232,87,280,3.360289383e+01,2.135598946e+01,-2.971527863e+01,-2.510881615e+01,1.505084811e+05,1.116141367e+05,5.292204690e+05,2.154764150e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
439,38,38.442486,87,0.0556776,38,232,38,280,87,232,87,280,2.538001823e+01,1.919099045e+01,-2.407712173e+01,-1.338750553e+01,1.727087031e+05,1.145532448e+05,3.454924975e+05,1.512300392e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
440,38,38.498163,87,0.0556776,38,232,38,280,87,232,87,280,1.349941540e+01,1.478144741e+01,-1.651181412e+01,-1.212818027e+00,2.234173513e+05,1.290628343e+05,2.022763901e+05,1.134449177e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
441,39,38.553841,88,0.0556776,39,232,39,280,88,232,88,280,4.645254612e+00,9.710020065e+00,-1.511936760e+01,-3.059943676e+00,2.449544099e+05,1.598598383e+05,1.774323927e+05,1.284914323e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
442,39,38.609518,88,0.0556776,39,232,39,280,88,232,88,280,-9.929656982e+00,7.481006980e-01,-7.838023663e+00,1.020265675e+01,3.302125758e+05,2.016940402e+05,1.561808708e+05,1.143502180e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
443,39,38.665196,88,0.0556776,39,232,39,280,88,232,88,280,-2.653875923e+01,-9.162755966e+00,-1.422117233e+00,2.218677902e+01,4.512485094e+05,2.638753269e+05,2.344725222e+05,1.170269019e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
444,39,38.720874,88,0.0556776,39,232,39,280,88,232,88,280,-4.378520584e+01,-1.968645477e+01,3.486179829e+00,3.133763695e+01,6.226736505e+05,3.366434822e+05,3.828636420e+05,1.285224438e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
445,39,38.776551,88,0.0556776,39,232,39,280,88,232,88,280,-6.026711273e+01,-3.044068909e+01,6.601056099e+00,3.622896576e+01,8.520183704e+05,4.024527068e+05,5.475191738e+05,1.444141562e+05,0,0,0,0,2,2,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
446,39,38.832229,88,0.0556776,39,232,39,280,88,232,88,280,-7.494635010e+01,-4.074704742e+01,7.839041233e+00,3.582914734e+01,1.133367423e+06,4.420453375e+05,6.697766664e+05,1.667269889e+05,0,1,0,0,2,3,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
447,39,38.887907,89,0.0556776,39,232,39,280,89,232,89,280,-8.731952667e+01,4.505169983e+02,4.723536015e+00,3.789624786e+01,1.447308909e+06,2.142258073e+07,7.631534010e+05,1.814392365e+05,0,0,0,0,2,3,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
448,39,38.943584,89,0.0556776,39,232,39,280,89,232,89,280,-9.735814667e+01,8.568717041e+02,2.401076555e+00,3.095653915e+01,1.766881331e+06,4.753829850e+07,7.713862622e+05,2.237843240e+05,0,0,0,0,2,3,2,2,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
449,39,38.999262,89,0.0556776,39,232,39,280,89,232,89,280,-1.053048553e+02,1.117107910e+03,-1.984231830e+00,1.789194679e+01,2.065879260e+06,7.998204903e+07,6.976594087e+05,2.884894601e+05,0,0,0,1,2,3,2,3,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
