# producer=CAELIX
# when=2026-02-25T11:46:46
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06D_relativity_twin_paradox_threshold_lock/20260225_114645 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 1500 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10
# run_id=20260225_114645
# experiment=06D_relativity_twin_paradox_threshold_lock
# artefact=relativity
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=1500
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr
736,55,54.978746,137,0.0556776,55,232,55,280,137,232,137,280,1.385461578e+02,-2.298146629e+01,1.903645630e+02,-1.272724533e+02,2.613774159e+07,5.460388191e+05,4.370809528e+07,1.891549318e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
737,55,55.034423,137,0.0556776,55,232,55,280,137,232,137,280,1.509815521e+02,-1.482436752e+01,1.278382339e+02,-1.212154465e+02,1.820671407e+07,4.232572889e+05,3.516550252e+07,1.853691360e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
738,55,55.090101,137,0.0556776,55,232,55,280,137,232,137,280,1.634886627e+02,-9.404345512e+00,9.294313049e+01,-1.102124557e+02,1.186606613e+07,3.117709627e+05,2.716446035e+07,1.763927267e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
739,55,55.145779,137,0.0556776,55,232,55,280,137,232,137,280,1.710129242e+02,-6.802892208e+00,7.832327271e+01,-9.572254181e+01,7.495167889e+06,2.188247045e+05,1.973064642e+07,1.653056510e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
740,55,55.201456,138,0.0556776,55,232,55,280,138,232,138,280,1.706653595e+02,-6.848999023e+00,9.125048828e+01,-8.654541779e+01,5.069964584e+06,1.508491177e+05,1.644271185e+07,1.582679461e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
741,55,55.257134,138,0.0556776,55,232,55,280,138,232,138,280,1.614033661e+02,-9.062197685e+00,8.700680542e+01,-7.053215027e+01,4.124933548e+06,1.097626011e+05,1.072868642e+07,1.490342402e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
742,55,55.312812,138,0.0556776,55,232,55,280,138,232,138,280,1.436602783e+02,-1.264506531e+01,8.946979523e+01,-5.585029602e+01,3.958109132e+06,9.109831273e+04,6.392596585e+06,1.409690092e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
743,55,55.368489,138,0.0556776,55,232,55,280,138,232,138,280,1.189016724e+02,-1.659925461e+01,9.461392975e+01,-4.374586105e+01,3.945781909e+06,8.526840556e+04,3.709849081e+06,1.330209113e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
744,55,55.424167,138,0.0556776,55,232,55,280,138,232,138,280,8.908504486e+01,-1.991730881e+01,9.905571747e+01,-3.472800827e+01,3.772557736e+06,8.152614071e+04,2.568478087e+06,1.235959620e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
745,55,55.479845,138,0.0556776,55,232,55,280,138,232,138,280,5.604402542e+01,-2.172564697e+01,9.988393402e+01,-2.862746048e+01,3.462121949e+06,7.277727856e+04,2.507609480e+06,1.112937289e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
746,56,55.535522,139,0.0556776,56,232,56,280,139,232,139,280,3.775043869e+01,-1.148863888e+01,9.918698120e+01,-2.768155479e+01,3.116422612e+06,5.850121942e+04,2.735110072e+06,1.052508677e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
747,56,55.591200,139,0.0556776,56,232,56,280,139,232,139,280,2.089184284e+00,-1.050353146e+01,9.010894012e+01,-2.515393257e+01,3.046022971e+06,5.608631145e+04,2.986628641e+06,8.782437410e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
748,56,55.646877,139,0.0556776,56,232,56,280,139,232,139,280,-3.655379105e+01,-8.098296165e+00,7.342968750e+01,-2.354280472e+01,3.374650092e+06,5.413593374e+04,3.155469266e+06,6.797861471e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
749,56,55.702555,139,0.0556776,56,232,56,280,139,232,139,280,-7.908410645e+01,-3.819608212e+00,4.916913605e+01,-2.216859055e+01,4.143738009e+06,6.317768765e+04,3.100471047e+06,4.790456306e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
750,56,55.758233,139,0.0556776,56,232,56,280,139,232,139,280,-1.256718216e+02,2.674822330e+00,1.838157845e+01,-2.069122887e+01,5.296725699e+06,9.644524250e+04,2.907068178e+06,3.031199301e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
751,56,55.813910,139,0.0556776,56,232,56,280,139,232,139,280,-1.748418579e+02,1.145992279e+01,-1.731321907e+01,-1.909219360e+01,6.726152742e+06,1.668964147e+05,2.771193618e+06,1.763018076e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
752,56,55.869588,140,0.0556776,56,232,56,280,140,232,140,280,-2.232884979e+02,2.226794052e+01,-3.632675552e+01,-1.997960281e+01,8.300448924e+06,2.843066447e+05,2.747661115e+06,1.480524240e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
753,56,55.925266,140,0.0556776,56,232,56,280,140,232,140,280,-2.665539551e+02,3.449982071e+01,-7.714194489e+01,-1.828236389e+01,9.865728996e+06,4.526217845e+05,3.036547080e+06,1.106753035e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
754,56,55.980943,140,0.0556776,56,232,56,280,140,232,140,280,-3.001857910e+02,4.730252075e+01,-1.186004105e+02,-1.661555481e+01,1.124805591e+07,6.674758494e+05,3.611108422e+06,1.279340739e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
755,56,56.036621,140,0.0556776,56,232,56,280,140,232,140,280,-3.207951355e+02,5.970202255e+01,-1.582809753e+02,-1.464920902e+01,1.228081246e+07,9.144666184e+05,4.394771065e+06,1.822011851e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
756,56,56.092299,140,0.0556776,56,232,56,280,140,232,140,280,-3.266669312e+02,7.078485107e+01,-1.933666840e+02,-1.177450562e+01,1.285401483e+07,1.169782527e+06,5.248149987e+06,2.532192706e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
757,56,56.147976,140,0.0556776,56,232,56,280,140,232,140,280,-3.179474182e+02,7.988832092e+01,-2.209964752e+02,-7.275484085e+00,1.295457745e+07,1.404365660e+06,6.019678593e+06,3.251474777e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
758,56,56.203654,141,0.0556776,56,232,56,280,141,232,141,280,-2.965762939e+02,8.672360992e+01,-2.304094696e+02,-5.374430180e+00,1.266589954e+07,1.590615712e+06,6.286343314e+06,3.303920584e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
759,56,56.259332,141,0.0556776,56,232,56,280,141,232,141,280,-2.659983215e+02,9.136032867e+01,-2.423974609e+02,2.634093523e+00,1.212326232e+07,1.708627567e+06,6.714311650e+06,3.872878764e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
760,56,56.315009,141,0.0556776,56,232,56,280,141,232,141,280,-2.305528870e+02,9.405970764e+01,-2.423354492e+02,1.316954422e+01,1.145274518e+07,1.749174051e+06,6.871937162e+06,4.459793900e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
761,56,56.370687,141,0.0556776,56,232,56,280,141,232,141,280,-1.945603180e+02,9.502729034e+01,-2.308504944e+02,2.596608734e+01,1.072901265e+07,1.712960811e+06,6.805822005e+06,5.167714639e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
762,56,56.426364,141,0.0556776,56,232,56,280,141,232,141,280,-1.614111938e+02,9.421133423e+01,-2.101690521e+02,4.036698532e+01,9.968552340e+06,1.607912003e+06,6.603686042e+06,6.092105338e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
763,56,56.482042,141,0.0556776,56,232,56,280,141,232,141,280,-1.330782776e+02,9.126410675e+01,-1.839286346e+02,5.540781021e+01,9.149906180e+06,1.446624687e+06,6.351319233e+06,7.273289303e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
764,57,56.537720,142,0.0556776,57,232,57,280,142,232,142,280,-1.176323471e+02,9.073255920e+01,-1.698943024e+02,6.069774246e+01,8.572145312e+06,1.411616389e+06,6.155598374e+06,7.442541117e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
765,57,56.593397,142,0.0556776,57,232,57,280,142,232,142,280,-1.003477020e+02,8.373294830e+01,-1.429668732e+02,7.428627777e+01,7.617899017e+06,1.210058173e+06,5.884619427e+06,8.867654053e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
766,57,56.649075,142,0.0556776,57,232,57,280,142,232,142,280,-8.736360931e+01,7.367519379e+01,-1.204288635e+02,8.581710052e+01,6.538137655e+06,9.858037100e+05,5.609735388e+06,1.028498875e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
767,57,56.704753,142,0.0556776,57,232,57,280,142,232,142,280,-7.794315338e+01,6.090754318e+01,-1.040906296e+02,9.441016388e+01,5.356733122e+06,7.613273105e+05,5.295700183e+06,1.147682116e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
768,57,56.760430,142,0.0556776,57,232,57,280,142,232,142,280,-7.131657410e+01,4.630096054e+01,-9.374028778e+01,9.938092041e+01,4.125569132e+06,5.557938953e+05,4.908671451e+06,1.224072247e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
769,57,56.816108,142,0.0556776,57,232,57,280,142,232,142,280,-6.655463409e+01,3.114638901e+01,-8.758210754e+01,1.003006668e+02,2.927698335e+06,3.816370656e+05,4.431164176e+06,1.245195706e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
770,57,56.871786,143,0.0556776,57,232,57,280,143,232,143,280,-6.256776428e+01,1.687253189e+01,-8.313694000e+01,9.743305206e+01,1.873634150e+06,2.440185427e+05,4.149769974e+06,1.213571026e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
771,57,56.927463,143,0.0556776,57,232,57,280,143,232,143,280,-5.824741745e+01,4.678853989e+00,-7.912364197e+01,9.299479675e+01,1.080977089e+06,1.435523486e+05,3.573387861e+06,1.173014428e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
772,57,56.983141,143,0.0556776,57,232,57,280,143,232,143,280,-5.261978531e+01,-4.786489964e+00,-7.449501801e+01,8.516492462e+01,6.360993075e+05,7.997473112e+04,2.932984876e+06,1.094637223e+06,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
773,57,57.038819,143,0.0556776,57,232,57,280,143,232,143,280,-4.492866516e+01,-1.158645248e+01,-6.798988342e+01,7.462004852e+01,5.534830229e+05,5.340339476e+04,2.261580709e+06,9.937602271e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
774,57,57.094496,143,0.0556776,57,232,57,280,143,232,143,280,-3.468086243e+01,-1.642566490e+01,-5.925684738e+01,6.224624634e+01,7.595353150e+05,6.212810117e+04,1.609041347e+06,8.849632704e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
775,57,57.150174,143,0.0556776,57,232,57,280,143,232,143,280,-2.171050835e+01,-2.035869789e+01,-4.875887680e+01,4.903051376e+01,1.119111219e+06,9.955232494e+04,1.037274538e+06,7.784056940e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
776,57,57.205851,144,0.0556776,57,232,57,280,144,232,144,280,-6.219968796e+00,-2.436715317e+01,-4.843174362e+01,4.599835968e+01,1.495906603e+06,1.540586124e+05,8.782931617e+05,7.764582341e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
777,57,57.261529,144,0.0556776,57,232,57,280,144,232,144,280,1.131180382e+01,-2.896482277e+01,-3.874768829e+01,3.434237671e+01,1.812251444e+06,2.128412482e+05,5.234132632e+05,6.817734997e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
778,57,57.317207,144,0.0556776,57,232,57,280,144,232,144,280,3.037485695e+01,-3.400258255e+01,-2.847200012e+01,2.359484863e+01,2.072081228e+06,2.669337748e+05,3.528088259e+05,5.853674399e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
779,57,57.372884,144,0.0556776,57,232,57,280,144,232,144,280,5.068655777e+01,-3.877225494e+01,-1.774083519e+01,1.416507721e+01,2.336219045e+06,3.135277455e+05,3.621650839e+05,4.843000560e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
780,57,57.428562,144,0.0556776,57,232,57,280,144,232,144,280,7.225402832e+01,-4.236232376e+01,-6.588635921e+00,6.350160599e+00,2.671218963e+06,3.540708410e+05,5.154206249e+05,3.782640400e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
781,57,57.484240,144,0.0556776,57,232,57,280,144,232,144,280,9.516117096e+01,-4.407968140e+01,4.871267319e+00,3.904204369e-01,3.106594561e+06,3.900340938e+05,7.571615148e+05,2.716386568e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
782,58,57.539917,145,0.0556776,58,232,58,280,145,232,145,280,1.124418488e+02,-5.073482513e+01,4.493034840e+00,2.432332039e+00,3.458174835e+06,4.753196413e+05,8.530923212e+05,2.503032299e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
783,58,57.595595,145,0.0556776,58,232,58,280,145,232,145,280,1.385042114e+02,-4.925334930e+01,1.811581993e+01,-1.794807315e+00,4.031693989e+06,5.058823941e+05,1.127626589e+06,1.523535346e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
784,58,57.651273,145,0.0556776,58,232,58,280,145,232,145,280,1.638038330e+02,-4.554333496e+01,3.211727524e+01,-4.282092571e+00,4.591056218e+06,5.192850022e+05,1.386725113e+06,7.990496721e+04,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
785,58,57.706950,145,0.0556776,58,232,58,280,145,232,145,280,1.863415985e+02,-4.068363953e+01,4.629381561e+01,-4.930641174e+00,5.061273427e+06,5.129637159e+05,1.611490900e+06,4.151373646e+04,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
786,58,57.762628,145,0.0556776,58,232,58,280,145,232,145,280,2.037013397e+02,-3.583068848e+01,6.056131744e+01,-3.806171894e+00,5.378173833e+06,4.892046196e+05,1.798798533e+06,3.855570234e+04,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
787,58,57.818306,145,0.0556776,58,232,58,280,145,232,145,280,2.134210205e+02,-3.189800453e+01,7.488520050e+01,-1.227784038e+00,5.497896017e+06,4.540228275e+05,1.955710815e+06,6.409286810e+04,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
788,58,57.873983,146,0.0556776,58,232,58,280,146,232,146,280,2.135472412e+02,-2.937151146e+01,8.710873413e+01,-3.165400505e+00,5.406907366e+06,4.136091357e+05,2.141442716e+06,8.757843680e+04,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
789,58,57.929661,146,0.0556776,58,232,58,280,146,232,146,280,2.032622528e+02,-2.828129959e+01,1.033383713e+02,-1.004762650e+00,5.130875142e+06,3.712943815e+05,2.330185742e+06,1.341233472e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
790,58,57.985338,146,0.0556776,58,232,58,280,146,232,146,280,1.833402405e+02,-2.831350327e+01,1.182006760e+02,1.195215106e+00,4.732905758e+06,3.275197735e+05,2.491371043e+06,1.767189353e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
791,58,58.041016,146,0.0556776,58,232,58,280,146,232,146,280,1.561921844e+02,-2.900673103e+01,1.308785553e+02,2.426770926e+00,4.293594122e+06,2.824222769e+05,2.607861256e+06,2.044108907e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
792,58,58.096694,146,0.0556776,58,232,58,280,146,232,146,280,1.254300842e+02,-2.993652725e+01,1.403043365e+02,1.724633932e+00,3.878467661e+06,2.381211580e+05,2.656650137e+06,2.143639095e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
793,58,58.152371,146,0.0556776,58,232,58,280,146,232,146,280,9.509330750e+01,-3.079301834e+01,1.452521820e+02,-1.607848883e+00,3.511508841e+06,1.982707836e+05,2.615974498e+06,2.128354599e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
794,58,58.208049,147,0.0556776,58,232,58,280,147,232,147,280,6.878823090e+01,-3.133080864e+01,1.517572327e+02,-7.554789543e+00,3.172808191e+06,1.654090065e+05,2.787487997e+06,2.378654140e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
795,58,58.263727,147,0.0556776,58,232,58,280,147,232,147,280,4.897827911e+01,-3.127108765e+01,1.464940643e+02,-1.342043400e+01,2.821996417e+06,1.388987940e+05,2.569052924e+06,2.334107079e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
796,58,58.319404,147,0.0556776,58,232,58,280,147,232,147,280,3.658194733e+01,-3.026752663e+01,1.348123932e+02,-2.147353935e+01,2.430116751e+06,1.155813250e+05,2.265817725e+06,2.438506383e+05,0,0,0,0,4,4,4,4,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
