# producer=CAELIX
# when=2026-02-18T20:59:13
# cwd=
# python=
# command= /core.py --out _Output/09_sg_collider/09H_collidersg_transistor_tjunction/20260218_205912 --collidersg --collidersg-scenario E --collidersg-sprites [{"sid":1,"kind":"kink_wall","pos":[60,96,96],"vel":[0.52,0.0,0.0],"phase":0.0},{"sid":2,"kind":"kink_wall","pos":[120,60,96],"vel":[0.0,0.0,0.0],"phase":0.0,"track_only":true}] --collidersg-steps 2500 --collidersg-log-every 1 --collidersg-track-r 6 --collidersg-peak-thresh 0.001 --collidersg-phi-abs-every 100 --collidersg-k 0.08 --collidersg-k-outside 5.0 --collidersg-wire-y0 90 --collidersg-wire-y1 102 --collidersg-wire-z0 90 --collidersg-wire-z1 102 --collidersg-wire-bevel 0 --collidersg-wire-geom t_junction --collidersg-junction-x 120 --collidersg-branch-len 48 --collidersg-branch-thick 2 --traffic-mode sine_gordon --collidersg-boundary neumann --n 192 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0
# run_id=20260218_205912
# experiment=09H_collidersg_transistor_tjunction
# artefact=collidersg
# n=192
# seed=6174
# traffic_c2=0.31
# traffic_dt=0.05
# traffic_gamma=0.0
# traffic_decay=0.0
# boundary_mode=neumann
# sponge_width=0
# sponge_strength=0.0
# sg_k=0.08
# asset_sg_k=nan
# sg_k_inferred=0
# steps=2500
# log_every=1
# phi_abs_every=100
# track_r=6
# peak_thresh=0.001
# sprite_count=2
# scenario=E
# sprites_src=inline_json
# sprite_asset_h5=
# sg_k_outside=5.0
# wire_y0=90
# wire_y1=102
# wire_z0=90
# wire_z1=102
# wire_bevel=0
# wire_geom=t_junction
# junction_x=120
# branch_len=48
# branch_thick=2
# artefact=sg_collision_tracks
# scenario=E
# sprites_digest=07d70e47f69e
# boundary_mode_eff=neumann sponge_width_eff=0 sponge_strength_eff=0.000000
# k_grid_enabled=1 sg_k_outside=5.000000 wire_geom=t_junction wire_y0=90 wire_y1=102 wire_z0=90 wire_z1=102 wire_bevel=0 junction_x=120 branch_len=48 branch_thick=2 domain_mask_enabled=1
# vel0_abs_max=1.477914
t,sid,x,y,z,vx,vy,vz,peak_abs,status,phi_abs_max,wall_s,in_trunk,in_branch_pos,in_branch_neg,in_branch,dy_from_trunk_c
1045,2,121.000,54.000,96.000,0.00000,0.00000,0.00000,6.404660,ALIVE,6.493941,8.476,0,0,1,1,-41.500
1046,1,121.000,137.001,96.000,0.00000,0.00000,0.00000,6.403008,ALIVE,6.493941,8.484,0,1,0,1,41.501
1046,2,121.000,53.999,96.000,0.00000,0.00000,0.00000,6.403008,ALIVE,6.493941,8.484,0,0,1,1,-41.501
1047,1,121.000,137.003,96.000,0.00000,0.00000,0.00000,6.400042,ALIVE,6.493941,8.491,0,1,0,1,41.503
1047,2,121.000,53.997,96.000,0.00000,0.00000,0.00000,6.400042,ALIVE,6.493941,8.491,0,0,1,1,-41.503
1048,1,121.000,137.992,96.000,0.00000,0.00000,0.00000,6.399693,ALIVE,6.493941,8.500,0,1,0,1,42.492
1048,2,121.000,53.008,96.000,0.00000,0.00000,0.00000,6.399693,ALIVE,6.493941,8.500,0,0,1,1,-42.492
1049,1,121.000,137.994,96.000,0.00000,0.00000,0.00000,6.403275,ALIVE,6.493941,8.507,0,1,0,1,42.494
1049,2,121.000,53.006,96.000,0.00000,0.00000,0.00000,6.403275,ALIVE,6.493941,8.507,0,0,1,1,-42.494
1050,1,121.000,137.996,96.000,0.00000,0.00000,0.00000,6.405404,ALIVE,6.493941,8.515,0,1,0,1,42.496
1050,2,121.000,53.004,96.000,0.00000,0.00000,0.00000,6.405404,ALIVE,6.493941,8.515,0,0,1,1,-42.496
1051,1,121.000,137.998,96.000,0.00000,0.00000,0.00000,6.406072,ALIVE,6.493941,8.523,0,1,0,1,42.498
1051,2,121.000,53.002,96.000,0.00000,0.00000,0.00000,6.406072,ALIVE,6.493941,8.523,0,0,1,1,-42.498
1052,1,121.000,138.000,96.000,0.00000,0.00000,0.00000,6.405294,ALIVE,6.493941,8.531,0,1,0,1,42.500
1052,2,121.000,53.000,96.000,0.00000,0.00000,0.00000,6.405294,ALIVE,6.493941,8.531,0,0,1,1,-42.500
1053,1,121.000,138.002,96.000,0.00000,0.00000,0.00000,6.403104,ALIVE,6.493941,8.539,0,1,0,1,42.502
1053,2,121.000,52.998,96.000,0.00000,0.00000,0.00000,6.403104,ALIVE,6.493941,8.539,0,0,1,1,-42.502
1054,1,121.000,138.004,96.000,0.00000,0.00000,0.00000,6.399553,ALIVE,6.493941,8.547,0,1,0,1,42.504
1054,2,121.000,52.996,96.000,0.00000,0.00000,0.00000,6.399553,ALIVE,6.493941,8.547,0,0,1,1,-42.504
1055,1,121.000,138.993,96.000,0.00000,0.00000,0.00000,6.400922,ALIVE,6.493941,8.555,0,1,0,1,43.493
1055,2,121.000,52.007,96.000,0.00000,0.00000,0.00000,6.400922,ALIVE,6.493941,8.555,0,0,1,1,-43.493
1056,1,121.000,138.995,96.000,0.00000,0.00000,0.00000,6.404175,ALIVE,6.493941,8.562,0,1,0,1,43.495
1056,2,121.000,52.005,96.000,0.00000,0.00000,0.00000,6.404175,ALIVE,6.493941,8.562,0,0,1,1,-43.495
1057,1,121.000,138.997,96.000,0.00000,0.00000,0.00000,6.405940,ALIVE,6.493941,8.570,0,1,0,1,43.497
1057,2,121.000,52.003,96.000,0.00000,0.00000,0.00000,6.405940,ALIVE,6.493941,8.570,0,0,1,1,-43.497
1058,1,121.000,138.999,96.000,0.00000,0.00000,0.00000,6.406207,ALIVE,6.493941,8.578,0,1,0,1,43.499
1058,2,121.000,52.001,96.000,0.00000,0.00000,0.00000,6.406207,ALIVE,6.493941,8.578,0,0,1,1,-43.499
1059,1,121.000,139.001,96.000,0.00000,0.00000,0.00000,6.404992,ALIVE,6.493941,8.586,0,1,0,1,43.501
1059,2,121.000,51.999,96.000,0.00000,0.00000,0.00000,6.404992,ALIVE,6.493941,8.586,0,0,1,1,-43.501
1060,1,121.000,139.003,96.000,0.00000,0.00000,0.00000,6.402328,ALIVE,6.493941,8.594,0,1,0,1,43.503
1060,2,121.000,51.997,96.000,0.00000,0.00000,0.00000,6.402328,ALIVE,6.493941,8.594,0,0,1,1,-43.503
1061,1,121.000,139.005,96.000,0.00000,0.00000,0.00000,6.398269,ALIVE,6.493941,8.601,0,1,0,1,43.505
1061,2,121.000,51.995,96.000,0.00000,0.00000,0.00000,6.398269,ALIVE,6.493941,8.601,0,0,1,1,-43.505
1062,1,121.000,139.994,96.000,0.00000,0.00000,0.00000,6.401148,ALIVE,6.493941,8.609,0,1,0,1,44.494
1062,2,121.000,51.006,96.000,0.00000,0.00000,0.00000,6.401148,ALIVE,6.493941,8.609,0,0,1,1,-44.494
1063,1,121.000,139.996,96.000,0.00000,0.00000,0.00000,6.404144,ALIVE,6.493941,8.617,0,1,0,1,44.496
1063,2,121.000,51.004,96.000,0.00000,0.00000,0.00000,6.404144,ALIVE,6.493941,8.617,0,0,1,1,-44.496
1064,1,121.000,139.998,96.000,0.00000,0.00000,0.00000,6.405634,ALIVE,6.493941,8.625,0,1,0,1,44.498
1064,2,121.000,51.002,96.000,0.00000,0.00000,0.00000,6.405634,ALIVE,6.493941,8.625,0,0,1,1,-44.498
1065,1,121.000,140.000,96.000,0.00000,0.00000,0.00000,6.405609,ALIVE,6.493941,8.633,0,1,0,1,44.500
1065,2,121.000,51.000,96.000,0.00000,0.00000,0.00000,6.405609,ALIVE,6.493941,8.633,0,0,1,1,-44.500
1066,1,121.000,140.002,96.000,0.00000,0.00000,0.00000,6.404081,ALIVE,6.493941,8.641,0,1,0,1,44.502
1066,2,121.000,50.998,96.000,0.00000,0.00000,0.00000,6.404081,ALIVE,6.493941,8.641,0,0,1,1,-44.502
1067,1,121.000,140.004,96.000,0.00000,0.00000,0.00000,6.401084,ALIVE,6.493941,8.649,0,1,0,1,44.504
1067,2,121.000,50.996,96.000,0.00000,0.00000,0.00000,6.401084,ALIVE,6.493941,8.649,0,0,1,1,-44.504
1068,1,121.000,140.993,96.000,0.00000,0.00000,0.00000,6.397233,ALIVE,6.493941,8.657,0,1,0,1,45.493
1068,2,121.000,50.007,96.000,0.00000,0.00000,0.00000,6.397233,ALIVE,6.493941,8.657,0,0,1,1,-45.493
1069,1,121.000,140.995,96.000,0.00000,0.00000,0.00000,6.401567,ALIVE,6.493941,8.664,0,1,0,1,45.495
1069,2,121.000,50.005,96.000,0.00000,0.00000,0.00000,6.401567,ALIVE,6.493941,8.664,0,0,1,1,-45.495
1070,1,121.000,140.997,96.000,0.00000,0.00000,0.00000,6.404415,ALIVE,6.493941,8.672,0,1,0,1,45.497
1070,2,121.000,50.003,96.000,0.00000,0.00000,0.00000,6.404415,ALIVE,6.493941,8.672,0,0,1,1,-45.497
1071,1,121.000,140.999,96.000,0.00000,0.00000,0.00000,6.405743,ALIVE,6.493941,8.680,0,1,0,1,45.499
1071,2,121.000,50.001,96.000,0.00000,0.00000,0.00000,6.405743,ALIVE,6.493941,8.680,0,0,1,1,-45.499
1072,1,121.000,141.001,96.000,0.00000,0.00000,0.00000,6.405537,ALIVE,6.493941,8.687,0,1,0,1,45.501
1072,2,121.000,49.999,96.000,0.00000,0.00000,0.00000,6.405537,ALIVE,6.493941,8.687,0,0,1,1,-45.501
1073,1,121.000,141.003,96.000,0.00000,0.00000,0.00000,6.403805,ALIVE,6.493941,8.695,0,1,0,1,45.503
1073,2,121.000,49.997,96.000,0.00000,0.00000,0.00000,6.403805,ALIVE,6.493941,8.695,0,0,1,1,-45.503
1074,1,121.000,141.005,96.000,0.00000,0.00000,0.00000,6.400578,ALIVE,6.493941,8.703,0,1,0,1,45.505
1074,2,121.000,49.995,96.000,0.00000,0.00000,0.00000,6.400578,ALIVE,6.493941,8.703,0,0,1,1,-45.505
1075,1,121.000,141.993,96.000,0.00000,0.00000,0.00000,6.397944,ALIVE,6.493941,8.711,0,1,0,1,46.493
1075,2,121.000,49.007,96.000,0.00000,0.00000,0.00000,6.397944,ALIVE,6.493941,8.711,0,0,1,1,-46.493
1076,1,121.000,141.995,96.000,0.00000,0.00000,0.00000,6.401949,ALIVE,6.493941,8.718,0,1,0,1,46.495
1076,2,121.000,49.005,96.000,0.00000,0.00000,0.00000,6.401949,ALIVE,6.493941,8.718,0,0,1,1,-46.495
1077,1,121.000,141.997,96.000,0.00000,0.00000,0.00000,6.404437,ALIVE,6.493941,8.726,0,1,0,1,46.497
1077,2,121.000,49.003,96.000,0.00000,0.00000,0.00000,6.404437,ALIVE,6.493941,8.726,0,0,1,1,-46.497
1078,1,121.000,141.999,96.000,0.00000,0.00000,0.00000,6.405369,ALIVE,6.493941,8.734,0,1,0,1,46.499
1078,2,121.000,49.001,96.000,0.00000,0.00000,0.00000,6.405369,ALIVE,6.493941,8.734,0,0,1,1,-46.499
1079,1,121.000,142.001,96.000,0.00000,0.00000,0.00000,6.404729,ALIVE,6.493941,8.742,0,1,0,1,46.501
1079,2,121.000,48.999,96.000,0.00000,0.00000,0.00000,6.404729,ALIVE,6.493941,8.742,0,0,1,1,-46.501
1080,1,121.000,142.003,96.000,0.00000,0.00000,0.00000,6.402523,ALIVE,6.493941,8.750,0,1,0,1,46.503
1080,2,121.000,48.997,96.000,0.00000,0.00000,0.00000,6.402523,ALIVE,6.493941,8.750,0,0,1,1,-46.503
1081,1,121.000,142.005,96.000,0.00000,0.00000,0.00000,6.398780,ALIVE,6.493941,8.758,0,1,0,1,46.505
1081,2,121.000,48.995,96.000,0.00000,0.00000,0.00000,6.398780,ALIVE,6.493941,8.758,0,0,1,1,-46.505
1082,1,121.000,142.007,96.000,0.00000,0.00000,0.00000,6.393552,ALIVE,6.493941,8.767,0,1,0,1,46.507
1082,2,121.000,48.993,96.000,0.00000,0.00000,0.00000,6.393552,ALIVE,6.493941,8.767,0,0,1,1,-46.507
1083,1,121.000,142.995,96.000,0.00000,0.00000,0.00000,6.396819,ALIVE,6.493941,8.775,0,1,0,1,47.495
1083,2,121.000,48.005,96.000,0.00000,0.00000,0.00000,6.396819,ALIVE,6.493941,8.775,0,0,1,1,-47.495
1084,1,121.000,142.997,96.000,0.00000,0.00000,0.00000,6.398637,ALIVE,6.493941,8.784,0,1,0,1,47.497
1084,2,121.000,48.003,96.000,0.00000,0.00000,0.00000,6.398637,ALIVE,6.493941,8.784,0,0,1,1,-47.497
1085,1,121.000,142.999,96.000,0.00000,0.00000,0.00000,6.398929,ALIVE,6.493941,8.792,0,1,0,1,47.499
1085,2,121.000,48.001,96.000,0.00000,0.00000,0.00000,6.398929,ALIVE,6.493941,8.792,0,0,1,1,-47.499
1086,1,121.000,143.001,96.000,0.00000,0.00000,0.00000,6.397683,ALIVE,6.493941,8.801,0,1,0,1,47.501
1086,2,121.000,47.999,96.000,0.00000,0.00000,0.00000,6.397683,ALIVE,6.493941,8.801,0,0,1,1,-47.501
1087,1,121.000,143.003,96.000,0.00000,0.00000,0.00000,6.394914,ALIVE,6.493941,8.809,0,1,0,1,47.503
1087,2,121.000,47.997,96.000,0.00000,0.00000,0.00000,6.394914,ALIVE,6.493941,8.809,0,0,1,1,-47.503
1088,1,121.000,143.005,96.000,0.00000,0.00000,0.00000,6.390658,ALIVE,6.493941,8.818,0,1,0,1,47.505
1088,2,121.000,47.995,96.000,0.00000,0.00000,0.00000,6.390658,ALIVE,6.493941,8.818,0,0,1,1,-47.505
1089,1,121.000,143.994,96.000,0.00000,0.00000,0.00000,6.385469,ALIVE,6.493941,8.826,0,1,0,1,48.494
1089,2,121.000,47.006,96.000,0.00000,0.00000,0.00000,6.385469,ALIVE,6.493941,8.826,0,0,1,1,-48.494
1090,1,121.000,143.997,96.000,0.00000,0.00000,0.00000,6.389137,ALIVE,6.493941,8.833,0,1,0,1,48.497
1090,2,121.000,47.003,96.000,0.00000,0.00000,0.00000,6.389137,ALIVE,6.493941,8.833,0,0,1,1,-48.497
1091,1,121.000,143.999,96.000,0.00000,0.00000,0.00000,6.391460,ALIVE,6.493941,8.841,0,1,0,1,48.499
1091,2,121.000,47.001,96.000,0.00000,0.00000,0.00000,6.391460,ALIVE,6.493941,8.841,0,0,1,1,-48.499
1092,1,121.000,144.001,96.000,0.00000,0.00000,0.00000,6.392402,ALIVE,6.493941,8.849,0,1,0,1,48.501
1092,2,121.000,46.999,96.000,0.00000,0.00000,0.00000,6.392402,ALIVE,6.493941,8.849,0,0,1,1,-48.501
1093,1,121.000,144.003,96.000,0.00000,0.00000,0.00000,6.391949,ALIVE,6.493941,8.857,0,1,0,1,48.503
1093,2,121.000,46.997,96.000,0.00000,0.00000,0.00000,6.391949,ALIVE,6.493941,8.857,0,0,1,1,-48.503
1094,1,121.000,144.006,96.000,0.00000,0.00000,0.00000,6.390105,ALIVE,6.493941,8.865,0,1,0,1,48.506
1094,2,121.000,46.994,96.000,0.00000,0.00000,0.00000,6.390105,ALIVE,6.493941,8.865,0,0,1,1,-48.506
1095,1,121.000,144.995,96.000,0.00000,0.00000,0.00000,6.388797,ALIVE,6.493941,8.873,0,1,0,1,49.495
1095,2,121.000,46.005,96.000,0.00000,0.00000,0.00000,6.388797,ALIVE,6.493941,8.873,0,0,1,1,-49.495
1096,1,121.000,144.997,96.000,0.00000,0.00000,0.00000,6.395240,ALIVE,6.493941,8.881,0,1,0,1,49.497
1096,2,121.000,46.003,96.000,0.00000,0.00000,0.00000,6.395240,ALIVE,6.493941,8.881,0,0,1,1,-49.497
1097,1,121.000,144.999,96.000,0.00000,0.00000,0.00000,6.400354,ALIVE,6.493941,8.889,0,1,0,1,49.499
1097,2,121.000,46.001,96.000,0.00000,0.00000,0.00000,6.400354,ALIVE,6.493941,8.889,0,0,1,1,-49.499
1098,1,121.000,145.001,96.000,0.00000,0.00000,0.00000,6.404050,ALIVE,6.493941,8.897,0,1,0,1,49.501
1098,2,121.000,45.999,96.000,0.00000,0.00000,0.00000,6.404050,ALIVE,6.493941,8.897,0,0,1,1,-49.501
1099,1,121.000,145.003,96.000,0.00000,0.00000,0.00000,6.406260,ALIVE,6.493941,8.905,0,1,0,1,49.503
1099,2,121.000,45.997,96.000,0.00000,0.00000,0.00000,6.406260,ALIVE,6.493941,8.905,0,0,1,1,-49.503
1100,1,121.000,145.005,96.000,0.00000,0.00000,0.00000,6.406932,ALIVE,6.502047,8.914,0,1,0,1,49.505
1100,2,121.000,45.995,96.000,0.00000,0.00000,0.00000,6.406932,ALIVE,6.502047,8.914,0,0,1,1,-49.505
1101,1,121.000,145.007,96.000,0.00000,0.00000,0.00000,6.406039,ALIVE,6.502047,8.922,0,1,0,1,49.507
1101,2,121.000,45.993,96.000,0.00000,0.00000,0.00000,6.406039,ALIVE,6.502047,8.922,0,0,1,1,-49.507
1102,1,121.000,145.992,96.000,0.00000,0.00000,0.00000,6.405230,ALIVE,6.502047,8.930,0,1,0,1,50.492
1102,2,121.000,45.008,96.000,0.00000,0.00000,0.00000,6.405230,ALIVE,6.502047,8.930,0,0,1,1,-50.492
1103,1,121.000,145.993,96.000,0.00000,0.00000,0.00000,6.409492,ALIVE,6.502047,8.937,0,1,0,1,50.493
1103,2,121.000,45.007,96.000,0.00000,0.00000,0.00000,6.409492,ALIVE,6.502047,8.937,0,0,1,1,-50.493
1104,1,121.000,145.995,96.000,0.00000,0.00000,0.00000,6.412067,ALIVE,6.502047,8.945,0,1,0,1,50.495
1104,2,121.000,45.005,96.000,0.00000,0.00000,0.00000,6.412067,ALIVE,6.502047,8.945,0,0,1,1,-50.495
1105,1,121.000,145.996,96.000,0.00000,0.00000,0.00000,6.412877,ALIVE,6.502047,8.954,0,1,0,1,50.496
1105,2,121.000,45.004,96.000,0.00000,0.00000,0.00000,6.412877,ALIVE,6.502047,8.954,0,0,1,1,-50.496
1106,1,121.000,145.998,96.000,0.00000,0.00000,0.00000,6.411870,ALIVE,6.502047,8.962,0,1,0,1,50.498
1106,2,121.000,45.002,96.000,0.00000,0.00000,0.00000,6.411870,ALIVE,6.502047,8.962,0,0,1,1,-50.498
1107,1,121.000,145.999,96.000,0.00000,0.00000,0.00000,6.409021,ALIVE,6.502047,8.970,0,1,0,1,50.499
1107,2,121.000,45.001,96.000,0.00000,0.00000,0.00000,6.409021,ALIVE,6.502047,8.970,0,0,1,1,-50.499
1108,1,121.000,146.001,96.000,0.00000,0.00000,0.00000,6.404332,ALIVE,6.502047,8.978,0,1,0,1,50.501
1108,2,121.000,44.999,96.000,0.00000,0.00000,0.00000,6.404332,ALIVE,6.502047,8.978,0,0,1,1,-50.501
1109,1,121.000,146.002,96.000,0.00000,0.00000,0.00000,6.397833,ALIVE,6.502047,8.986,0,1,0,1,50.502
1109,2,121.000,44.998,96.000,0.00000,0.00000,0.00000,6.397833,ALIVE,6.502047,8.986,0,0,1,1,-50.502
1110,1,121.000,146.004,96.000,0.00000,0.00000,0.00000,6.389584,ALIVE,6.502047,8.994,0,1,0,1,50.504
1110,2,121.000,44.996,96.000,0.00000,0.00000,0.00000,6.389584,ALIVE,6.502047,8.994,0,0,1,1,-50.504
1111,1,121.000,146.005,96.000,0.00000,0.00000,0.00000,6.379670,ALIVE,6.502047,9.002,0,1,0,1,50.505
1111,2,121.000,44.995,96.000,0.00000,0.00000,0.00000,6.379670,ALIVE,6.502047,9.002,0,0,1,1,-50.505
1112,1,121.000,146.006,96.000,0.00000,0.00000,0.00000,6.368207,ALIVE,6.502047,9.010,0,1,0,1,50.506
1112,2,121.000,44.994,96.000,0.00000,0.00000,0.00000,6.368207,ALIVE,6.502047,9.010,0,0,1,1,-50.506
1113,1,121.000,146.996,96.000,0.00000,0.00000,0.00000,6.357768,ALIVE,6.502047,9.019,0,1,0,1,51.496
1113,2,121.000,44.004,96.000,0.00000,0.00000,0.00000,6.357768,ALIVE,6.502047,9.019,0,0,1,1,-51.496
1114,1,121.000,146.998,96.000,0.00000,0.00000,0.00000,6.352603,ALIVE,6.502047,9.027,0,1,0,1,51.498
1114,2,121.000,44.002,96.000,0.00000,0.00000,0.00000,6.352603,ALIVE,6.502047,9.027,0,0,1,1,-51.498
1115,1,121.000,147.001,96.000,0.00000,0.00000,0.00000,6.346315,ALIVE,6.502047,9.035,0,1,0,1,51.501
1115,2,121.000,43.999,96.000,0.00000,0.00000,0.00000,6.346315,ALIVE,6.502047,9.035,0,0,1,1,-51.501
1116,1,121.000,147.003,96.000,0.00000,0.00000,0.00000,6.338990,ALIVE,6.502047,9.043,0,1,0,1,51.503
1116,2,121.000,43.997,96.000,0.00000,0.00000,0.00000,6.338990,ALIVE,6.502047,9.043,0,0,1,1,-51.503
1117,1,121.000,147.006,96.000,0.00000,0.00000,0.00000,6.330737,ALIVE,6.502047,9.051,0,1,0,1,51.506
1117,2,121.000,43.994,96.000,0.00000,0.00000,0.00000,6.330737,ALIVE,6.502047,9.051,0,0,1,1,-51.506
1118,1,121.000,147.503,96.000,0.00000,0.00000,0.00000,6.334219,ALIVE,6.502047,9.059,0,1,0,1,52.003
1118,2,121.000,43.497,96.000,0.00000,0.00000,0.00000,6.334219,ALIVE,6.502047,9.059,0,0,1,1,-52.003
1119,1,121.000,148.002,96.000,0.00000,0.00000,0.00000,6.345176,ALIVE,6.502047,9.066,0,1,0,1,52.502
1119,2,121.000,42.998,96.000,0.00000,0.00000,0.00000,6.345176,ALIVE,6.502047,9.066,0,0,1,1,-52.502
1120,1,121.000,148.003,96.000,0.00000,0.00000,0.00000,6.361795,ALIVE,6.502047,9.074,0,1,0,1,52.503
1120,2,121.000,42.997,96.000,0.00000,0.00000,0.00000,6.361795,ALIVE,6.502047,9.074,0,0,1,1,-52.503
1121,1,121.000,148.005,96.000,0.00000,0.00000,0.00000,6.377824,ALIVE,6.502047,9.082,0,1,0,1,52.505
1121,2,121.000,42.995,96.000,0.00000,0.00000,0.00000,6.377824,ALIVE,6.502047,9.082,0,0,1,1,-52.505
1122,1,121.000,148.006,96.000,0.00000,0.00000,0.00000,6.393013,ALIVE,6.502047,9.090,0,1,0,1,52.506
1122,2,121.000,42.994,96.000,0.00000,0.00000,0.00000,6.393013,ALIVE,6.502047,9.090,0,0,1,1,-52.506
1123,1,121.000,148.007,96.000,0.00000,0.00000,0.00000,6.407118,ALIVE,6.502047,9.098,0,1,0,1,52.507
1123,2,121.000,42.993,96.000,0.00000,0.00000,0.00000,6.407118,ALIVE,6.502047,9.098,0,0,1,1,-52.507
1124,1,121.000,148.008,96.000,0.00000,0.00000,0.00000,6.419903,ALIVE,6.502047,9.105,0,1,0,1,52.508
1124,2,121.000,42.992,96.000,0.00000,0.00000,0.00000,6.419903,ALIVE,6.502047,9.105,0,0,1,1,-52.508
1125,1,121.000,148.010,96.000,0.00000,0.00000,0.00000,6.431148,ALIVE,6.502047,9.113,0,1,0,1,52.510
1125,2,121.000,42.990,96.000,0.00000,0.00000,0.00000,6.431148,ALIVE,6.502047,9.113,0,0,1,1,-52.510
1126,1,121.000,148.011,96.000,0.00000,0.00000,0.00000,6.440650,ALIVE,6.502047,9.121,0,1,0,1,52.511
1126,2,121.000,42.989,96.000,0.00000,0.00000,0.00000,6.440650,ALIVE,6.502047,9.121,0,0,1,1,-52.511
1127,1,121.000,148.011,96.000,0.00000,0.00000,0.00000,6.448229,ALIVE,6.502047,9.129,0,1,0,1,52.511
1127,2,121.000,42.989,96.000,0.00000,0.00000,0.00000,6.448229,ALIVE,6.502047,9.129,0,0,1,1,-52.511
1128,1,121.000,148.012,96.000,0.00000,0.00000,0.00000,6.453726,ALIVE,6.502047,9.137,0,1,0,1,52.512
1128,2,121.000,42.988,96.000,0.00000,0.00000,0.00000,6.453726,ALIVE,6.502047,9.137,0,0,1,1,-52.512
1129,1,121.000,148.013,96.000,0.00000,0.00000,0.00000,6.457013,ALIVE,6.502047,9.144,0,1,0,1,52.513
1129,2,121.000,42.987,96.000,0.00000,0.00000,0.00000,6.457013,ALIVE,6.502047,9.144,0,0,1,1,-52.513
1130,1,121.000,148.013,96.000,0.00000,0.00000,0.00000,6.457991,ALIVE,6.502047,9.152,0,1,0,1,52.513
1130,2,121.000,42.987,96.000,0.00000,0.00000,0.00000,6.457991,ALIVE,6.502047,9.152,0,0,1,1,-52.513
1131,1,121.000,148.013,96.000,0.00000,0.00000,0.00000,6.456594,ALIVE,6.502047,9.160,0,1,0,1,52.513
1131,2,121.000,42.987,96.000,0.00000,0.00000,0.00000,6.456594,ALIVE,6.502047,9.160,0,0,1,1,-52.513
1132,1,121.000,148.013,96.000,0.00000,0.00000,0.00000,6.452789,ALIVE,6.502047,9.168,0,1,0,1,52.513
1132,2,121.000,42.987,96.000,0.00000,0.00000,0.00000,6.452789,ALIVE,6.502047,9.168,0,0,1,1,-52.513
1133,1,121.000,148.013,96.000,0.00000,0.00000,0.00000,6.446580,ALIVE,6.502047,9.176,0,1,0,1,52.513
1133,2,121.000,42.987,96.000,0.00000,0.00000,0.00000,6.446580,ALIVE,6.502047,9.176,0,0,1,1,-52.513
1134,1,121.000,148.013,96.000,0.00000,0.00000,0.00000,6.438006,ALIVE,6.502047,9.184,0,1,0,1,52.513
1134,2,121.000,42.987,96.000,0.00000,0.00000,0.00000,6.438006,ALIVE,6.502047,9.184,0,0,1,1,-52.513
1135,1,121.000,148.012,96.000,0.00000,0.00000,0.00000,6.427144,ALIVE,6.502047,9.192,0,1,0,1,52.512
1135,2,121.000,42.988,96.000,0.00000,0.00000,0.00000,6.427144,ALIVE,6.502047,9.192,0,0,1,1,-52.512
1136,1,121.000,148.011,96.000,0.00000,0.00000,0.00000,6.414103,ALIVE,6.502047,9.200,0,1,0,1,52.511
1136,2,121.000,42.989,96.000,0.00000,0.00000,0.00000,6.414103,ALIVE,6.502047,9.200,0,0,1,1,-52.511
1137,1,121.000,148.010,96.000,0.00000,0.00000,0.00000,6.399029,ALIVE,6.502047,9.207,0,1,0,1,52.510
1137,2,121.000,42.990,96.000,0.00000,0.00000,0.00000,6.399029,ALIVE,6.502047,9.207,0,0,1,1,-52.510
1138,1,121.000,148.009,96.000,0.00000,0.00000,0.00000,6.382101,ALIVE,6.502047,9.215,0,1,0,1,52.509
1138,2,121.000,42.991,96.000,0.00000,0.00000,0.00000,6.382101,ALIVE,6.502047,9.215,0,0,1,1,-52.509
1139,1,121.000,142.995,96.000,0.00000,0.00000,0.00000,6.381229,ALIVE,6.502047,9.223,0,1,0,1,47.495
1139,2,121.000,48.005,96.000,0.00000,0.00000,0.00000,6.381229,ALIVE,6.502047,9.223,0,0,1,1,-47.495
1140,1,121.000,141.003,96.000,0.00000,0.00000,0.00000,6.388050,ALIVE,6.502047,9.231,0,1,0,1,45.503
1140,2,121.000,49.996,96.000,0.00000,0.00000,0.00000,6.388050,ALIVE,6.502047,9.231,0,0,1,1,-45.504
1141,1,121.000,141.004,96.000,0.00000,0.00000,0.00000,6.383780,ALIVE,6.502047,9.239,0,1,0,1,45.504
1141,2,121.000,49.996,96.000,0.00000,0.00000,0.00000,6.383780,ALIVE,6.502047,9.239,0,0,1,1,-45.504
1142,1,121.000,141.005,96.000,0.00000,0.00000,0.00000,6.378493,ALIVE,6.502047,9.247,0,1,0,1,45.505
1142,2,121.000,49.995,96.000,0.00000,0.00000,0.00000,6.378493,ALIVE,6.502047,9.247,0,0,1,1,-45.505
1143,1,121.000,141.997,96.000,0.00000,0.00000,0.00000,6.373344,ALIVE,6.502047,9.255,0,1,0,1,46.497
1143,2,121.000,49.002,96.000,0.00000,0.00000,0.00000,6.373344,ALIVE,6.502047,9.255,0,0,1,1,-46.498
1144,1,121.000,141.999,96.000,0.00000,0.00000,0.00000,6.369266,ALIVE,6.502047,9.263,0,1,0,1,46.499
