# producer=CAELIX
# when=2026-02-18T20:59:13
# cwd=
# python=
# command= /core.py --out _Output/09_sg_collider/09H_collidersg_transistor_tjunction/20260218_205912 --collidersg --collidersg-scenario E --collidersg-sprites [{"sid":1,"kind":"kink_wall","pos":[60,96,96],"vel":[0.52,0.0,0.0],"phase":0.0},{"sid":2,"kind":"kink_wall","pos":[120,60,96],"vel":[0.0,0.0,0.0],"phase":0.0,"track_only":true}] --collidersg-steps 2500 --collidersg-log-every 1 --collidersg-track-r 6 --collidersg-peak-thresh 0.001 --collidersg-phi-abs-every 100 --collidersg-k 0.08 --collidersg-k-outside 5.0 --collidersg-wire-y0 90 --collidersg-wire-y1 102 --collidersg-wire-z0 90 --collidersg-wire-z1 102 --collidersg-wire-bevel 0 --collidersg-wire-geom t_junction --collidersg-junction-x 120 --collidersg-branch-len 48 --collidersg-branch-thick 2 --traffic-mode sine_gordon --collidersg-boundary neumann --n 192 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0
# run_id=20260218_205912
# experiment=09H_collidersg_transistor_tjunction
# artefact=collidersg
# n=192
# seed=6174
# traffic_c2=0.31
# traffic_dt=0.05
# traffic_gamma=0.0
# traffic_decay=0.0
# boundary_mode=neumann
# sponge_width=0
# sponge_strength=0.0
# sg_k=0.08
# asset_sg_k=nan
# sg_k_inferred=0
# steps=2500
# log_every=1
# phi_abs_every=100
# track_r=6
# peak_thresh=0.001
# sprite_count=2
# scenario=E
# sprites_src=inline_json
# sprite_asset_h5=
# sg_k_outside=5.0
# wire_y0=90
# wire_y1=102
# wire_z0=90
# wire_z1=102
# wire_bevel=0
# wire_geom=t_junction
# junction_x=120
# branch_len=48
# branch_thick=2
# artefact=sg_collision_tracks
# scenario=E
# sprites_digest=07d70e47f69e
# boundary_mode_eff=neumann sponge_width_eff=0 sponge_strength_eff=0.000000
# k_grid_enabled=1 sg_k_outside=5.000000 wire_geom=t_junction wire_y0=90 wire_y1=102 wire_z0=90 wire_z1=102 wire_bevel=0 junction_x=120 branch_len=48 branch_thick=2 domain_mask_enabled=1
# vel0_abs_max=1.477914
t,sid,x,y,z,vx,vy,vz,peak_abs,status,phi_abs_max,wall_s,in_trunk,in_branch_pos,in_branch_neg,in_branch,dy_from_trunk_c
64,1,62.989,96.000,96.000,16.42883,0.00000,0.00000,0.922045,ALIVE,6.283185,0.685,1,0,0,0,0.500
64,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.685,0,0,1,1,-35.500
65,1,62.984,96.000,96.000,-0.09529,0.00000,0.00000,0.976485,ALIVE,6.283185,0.692,1,0,0,0,0.500
65,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.692,0,0,1,1,-35.500
66,1,62.983,96.000,96.000,-0.01945,0.00000,0.00000,1.026350,ALIVE,6.283185,0.700,1,0,0,0,0.500
66,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.700,0,0,1,1,-35.500
67,1,62.986,96.000,96.000,0.06615,0.00000,0.00000,1.070065,ALIVE,6.283185,0.708,1,0,0,0,0.500
67,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.708,0,0,1,1,-35.500
68,1,62.994,96.000,96.000,0.16022,0.00000,0.00000,1.106284,ALIVE,6.283185,0.716,1,0,0,0,0.500
68,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.716,0,0,1,1,-35.500
69,1,63.007,96.000,96.000,0.26047,0.00000,0.00000,1.133940,ALIVE,6.283185,0.724,1,0,0,0,0.500
69,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.724,0,0,1,1,-35.500
70,1,63.025,96.000,96.000,0.36476,0.00000,0.00000,1.152293,ALIVE,6.283185,0.732,1,0,0,0,0.500
70,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.732,0,0,1,1,-35.500
71,1,63.049,96.000,96.000,0.47066,0.00000,0.00000,1.160954,ALIVE,6.283185,0.740,1,0,0,0,0.500
71,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.740,0,0,1,1,-35.500
72,1,63.078,96.000,96.000,0.57533,0.00000,0.00000,1.159905,ALIVE,6.283185,0.748,1,0,0,0,0.500
72,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.748,0,0,1,1,-35.500
73,1,63.112,96.000,96.000,0.67635,0.00000,0.00000,1.149498,ALIVE,6.283185,0.756,1,0,0,0,0.500
73,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.756,0,0,1,1,-35.500
74,1,63.150,96.000,96.000,0.77133,0.00000,0.00000,1.130433,ALIVE,6.283185,0.763,1,0,0,0,0.500
74,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.763,0,0,1,1,-35.500
75,1,63.835,96.000,96.000,13.68858,0.00000,0.00000,1.150042,ALIVE,6.283185,0.772,1,0,0,0,0.500
75,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.772,0,0,1,1,-35.500
76,1,63.851,96.000,96.000,0.32364,0.00000,0.00000,1.208243,ALIVE,6.283185,0.779,1,0,0,0,0.500
76,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.779,0,0,1,1,-35.500
77,1,63.870,96.000,96.000,0.39078,0.00000,0.00000,1.260423,ALIVE,6.283185,0.787,1,0,0,0,0.500
77,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.787,0,0,1,1,-35.500
78,1,63.893,96.000,96.000,0.46043,0.00000,0.00000,1.305102,ALIVE,6.283185,0.795,1,0,0,0,0.500
78,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.795,0,0,1,1,-35.500
79,1,63.920,96.000,96.000,0.53253,0.00000,0.00000,1.341015,ALIVE,6.283185,0.803,1,0,0,0,0.500
79,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.803,0,0,1,1,-35.500
80,1,63.950,96.000,96.000,0.60616,0.00000,0.00000,1.367160,ALIVE,6.283185,0.811,1,0,0,0,0.500
80,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.811,0,0,1,1,-35.500
81,1,63.984,96.000,96.000,0.68054,0.00000,0.00000,1.382842,ALIVE,6.283185,0.819,1,0,0,0,0.500
81,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.819,0,0,1,1,-35.500
82,1,64.022,96.000,96.000,0.75439,0.00000,0.00000,1.387700,ALIVE,6.283185,0.826,1,0,0,0,0.500
82,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.826,0,0,1,1,-35.500
83,1,64.063,96.000,96.000,0.82672,0.00000,0.00000,1.381732,ALIVE,6.283185,0.834,1,0,0,0,0.500
83,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.834,0,0,1,1,-35.500
84,1,64.108,96.000,96.000,0.89569,0.00000,0.00000,1.365295,ALIVE,6.283185,0.842,1,0,0,0,0.500
84,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.842,0,0,1,1,-35.500
85,1,64.156,96.000,96.000,0.96008,0.00000,0.00000,1.339095,ALIVE,6.283185,0.850,1,0,0,0,0.500
85,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.850,0,0,1,1,-35.500
86,1,64.716,96.000,96.000,11.20193,0.00000,0.00000,1.354699,ALIVE,6.283185,0.858,1,0,0,0,0.500
86,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.858,0,0,1,1,-35.500
87,1,64.750,96.000,96.000,0.66513,0.00000,0.00000,1.414485,ALIVE,6.283185,0.866,1,0,0,0,0.500
87,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.866,0,0,1,1,-35.500
88,1,64.785,96.000,96.000,0.71442,0.00000,0.00000,1.466981,ALIVE,6.283185,0.873,1,0,0,0,0.500
88,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.873,0,0,1,1,-35.500
89,1,64.823,96.000,96.000,0.76218,0.00000,0.00000,1.510868,ALIVE,6.283185,0.881,1,0,0,0,0.500
89,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.881,0,0,1,1,-35.500
90,1,64.864,96.000,96.000,0.80887,0.00000,0.00000,1.545031,ALIVE,6.283185,0.889,1,0,0,0,0.500
90,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.889,0,0,1,1,-35.500
91,1,64.907,96.000,96.000,0.85449,0.00000,0.00000,1.568594,ALIVE,6.283185,0.897,1,0,0,0,0.500
91,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.897,0,0,1,1,-35.500
92,1,64.951,96.000,96.000,0.89935,0.00000,0.00000,1.580961,ALIVE,6.283185,0.905,1,0,0,0,0.500
92,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.905,0,0,1,1,-35.500
93,1,64.999,96.000,96.000,0.94315,0.00000,0.00000,1.581842,ALIVE,6.283185,0.913,1,0,0,0,0.500
93,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.913,0,0,1,1,-35.500
94,1,65.048,96.000,96.000,0.98572,0.00000,0.00000,1.571268,ALIVE,6.283185,0.921,1,0,0,0,0.500
94,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.921,0,0,1,1,-35.500
95,1,65.099,96.000,96.000,1.02600,0.00000,0.00000,1.549604,ALIVE,6.283185,0.929,1,0,0,0,0.500
95,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.929,0,0,1,1,-35.500
96,1,65.152,96.000,96.000,1.06339,0.00000,0.00000,1.517541,ALIVE,6.283185,0.936,1,0,0,0,0.500
96,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.936,0,0,1,1,-35.500
97,1,65.620,96.000,96.000,9.34570,0.00000,0.00000,1.480701,ALIVE,6.283185,0.945,1,0,0,0,0.500
97,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.945,0,0,1,1,-35.500
98,1,65.666,96.000,96.000,0.93369,0.00000,0.00000,1.537637,ALIVE,6.283185,0.953,1,0,0,0,0.500
98,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.953,0,0,1,1,-35.500
99,1,65.714,96.000,96.000,0.95993,0.00000,0.00000,1.586616,ALIVE,6.283185,0.961,1,0,0,0,0.500
99,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.961,0,0,1,1,-35.500
100,1,65.763,96.000,96.000,0.98190,0.00000,0.00000,1.626612,ALIVE,6.283185,0.970,1,0,0,0,0.500
100,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.970,0,0,1,1,-35.500
101,1,65.813,96.000,96.000,1.00052,0.00000,0.00000,1.656776,ALIVE,6.283185,0.978,1,0,0,0,0.500
101,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.978,0,0,1,1,-35.500
102,1,65.864,96.000,96.000,1.01730,0.00000,0.00000,1.676466,ALIVE,6.283185,0.987,1,0,0,0,0.500
102,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.987,0,0,1,1,-35.500
103,1,65.916,96.000,96.000,1.03256,0.00000,0.00000,1.685270,ALIVE,6.283185,0.994,1,0,0,0,0.500
103,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,0.994,0,0,1,1,-35.500
104,1,65.968,96.000,96.000,1.04721,0.00000,0.00000,1.683021,ALIVE,6.283185,1.002,1,0,0,0,0.500
104,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.002,0,0,1,1,-35.500
105,1,66.021,96.000,96.000,1.06125,0.00000,0.00000,1.669814,ALIVE,6.283185,1.010,1,0,0,0,0.500
105,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.010,0,0,1,1,-35.500
106,1,66.075,96.000,96.000,1.07468,0.00000,0.00000,1.646007,ALIVE,6.283185,1.018,1,0,0,0,0.500
106,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.018,0,0,1,1,-35.500
107,1,66.129,96.000,96.000,1.08719,0.00000,0.00000,1.612226,ALIVE,6.283185,1.026,1,0,0,0,0.500
107,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.026,0,0,1,1,-35.500
108,1,66.184,96.000,96.000,1.09802,0.00000,0.00000,1.569346,ALIVE,6.283185,1.034,1,0,0,0,0.500
108,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.034,0,0,1,1,-35.500
109,1,66.609,96.000,96.000,8.49594,0.00000,0.00000,1.535063,ALIVE,6.283185,1.042,1,0,0,0,0.500
109,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.042,0,0,1,1,-35.500
110,1,66.666,96.000,96.000,1.13831,0.00000,0.00000,1.574780,ALIVE,6.283185,1.049,1,0,0,0,0.500
110,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.049,0,0,1,1,-35.500
111,1,66.723,96.000,96.000,1.13068,0.00000,0.00000,1.606107,ALIVE,6.283185,1.057,1,0,0,0,0.500
111,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.057,0,0,1,1,-35.500
112,1,66.779,96.000,96.000,1.11862,0.00000,0.00000,1.628585,ALIVE,6.283185,1.065,1,0,0,0,0.500
112,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.065,0,0,1,1,-35.500
113,1,66.834,96.000,96.000,1.10367,0.00000,0.00000,1.641908,ALIVE,6.283185,1.073,1,0,0,0,0.500
113,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.073,0,0,1,1,-35.500
114,1,66.888,96.000,96.000,1.08765,0.00000,0.00000,1.645933,ALIVE,6.283185,1.081,1,0,0,0,0.500
114,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.081,0,0,1,1,-35.500
115,1,66.942,96.000,96.000,1.07147,0.00000,0.00000,1.640683,ALIVE,6.283185,1.088,1,0,0,0,0.500
115,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.088,0,0,1,1,-35.500
116,1,66.994,96.000,96.000,1.05606,0.00000,0.00000,1.626353,ALIVE,6.283185,1.096,1,0,0,0,0.500
116,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.096,0,0,1,1,-35.500
117,1,67.047,96.000,96.000,1.04202,0.00000,0.00000,1.603309,ALIVE,6.283185,1.104,1,0,0,0,0.500
117,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.104,0,0,1,1,-35.500
118,1,67.098,96.000,96.000,1.02936,0.00000,0.00000,1.572090,ALIVE,6.283185,1.113,1,0,0,0,0.500
118,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.113,0,0,1,1,-35.500
119,1,67.149,96.000,96.000,1.01761,0.00000,0.00000,1.533399,ALIVE,6.283185,1.120,1,0,0,0,0.500
119,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.120,0,0,1,1,-35.500
120,1,67.199,96.000,96.000,1.00647,0.00000,0.00000,1.488094,ALIVE,6.283185,1.128,1,0,0,0,0.500
120,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.128,0,0,1,1,-35.500
121,1,67.656,96.000,96.000,9.12720,0.00000,0.00000,1.451258,ALIVE,6.283185,1.136,1,0,0,0,0.500
121,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.136,0,0,1,1,-35.500
122,1,67.715,96.000,96.000,1.19217,0.00000,0.00000,1.470529,ALIVE,6.283185,1.144,1,0,0,0,0.500
122,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.144,0,0,1,1,-35.500
123,1,67.773,96.000,96.000,1.14960,0.00000,0.00000,1.482779,ALIVE,6.283185,1.152,1,0,0,0,0.500
123,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.152,0,0,1,1,-35.500
124,1,67.828,96.000,96.000,1.10428,0.00000,0.00000,1.488039,ALIVE,6.283185,1.160,1,0,0,0,0.500
124,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.160,0,0,1,1,-35.500
125,1,67.881,96.000,96.000,1.05789,0.00000,0.00000,1.486427,ALIVE,6.283185,1.168,1,0,0,0,0.500
125,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.168,0,0,1,1,-35.500
126,1,67.931,96.000,96.000,1.01166,0.00000,0.00000,1.478148,ALIVE,6.283185,1.176,1,0,0,0,0.500
126,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.176,0,0,1,1,-35.500
127,1,67.980,96.000,96.000,0.96756,0.00000,0.00000,1.463492,ALIVE,6.283185,1.184,1,0,0,0,0.500
127,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.184,0,0,1,1,-35.500
128,1,68.026,96.000,96.000,0.92590,0.00000,0.00000,1.442827,ALIVE,6.283185,1.192,1,0,0,0,0.500
128,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.192,0,0,1,1,-35.500
129,1,68.070,96.000,96.000,0.88760,0.00000,0.00000,1.416602,ALIVE,6.283185,1.200,1,0,0,0,0.500
129,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.200,0,0,1,1,-35.500
130,1,68.113,96.000,96.000,0.85266,0.00000,0.00000,1.385346,ALIVE,6.283185,1.209,1,0,0,0,0.500
130,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.209,0,0,1,1,-35.500
131,1,68.154,96.000,96.000,0.82077,0.00000,0.00000,1.349660,ALIVE,6.283185,1.218,1,0,0,0,0.500
131,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.218,0,0,1,1,-35.500
132,1,68.194,96.000,96.000,0.79178,0.00000,0.00000,1.310218,ALIVE,6.283185,1.226,1,0,0,0,0.500
132,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.226,0,0,1,1,-35.500
133,1,68.739,96.000,96.000,10.90637,0.00000,0.00000,1.279714,ALIVE,6.283185,1.234,1,0,0,0,0.500
133,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.234,0,0,1,1,-35.500
134,1,68.792,96.000,96.000,1.05896,0.00000,0.00000,1.282327,ALIVE,6.283185,1.243,1,0,0,0,0.500
134,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.243,0,0,1,1,-35.500
135,1,68.842,96.000,96.000,0.99106,0.00000,0.00000,1.280432,ALIVE,6.283185,1.251,1,0,0,0,0.500
135,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.251,0,0,1,1,-35.500
136,1,68.888,96.000,96.000,0.92209,0.00000,0.00000,1.274304,ALIVE,6.283185,1.259,1,0,0,0,0.500
136,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.259,0,0,1,1,-35.500
137,1,68.930,96.000,96.000,0.85403,0.00000,0.00000,1.264235,ALIVE,6.283185,1.268,1,0,0,0,0.500
137,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.268,0,0,1,1,-35.500
138,1,68.970,96.000,96.000,0.78812,0.00000,0.00000,1.250534,ALIVE,6.283185,1.276,1,0,0,0,0.500
138,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.276,0,0,1,1,-35.500
139,1,69.006,96.000,96.000,0.72556,0.00000,0.00000,1.233522,ALIVE,6.283185,1.285,1,0,0,0,0.500
139,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.285,0,0,1,1,-35.500
140,1,69.039,96.000,96.000,0.66711,0.00000,0.00000,1.213538,ALIVE,6.283185,1.293,1,0,0,0,0.500
140,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.293,0,0,1,1,-35.500
141,1,69.070,96.000,96.000,0.61356,0.00000,0.00000,1.190940,ALIVE,6.283185,1.302,1,0,0,0,0.500
141,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.302,0,0,1,1,-35.500
142,1,69.098,96.000,96.000,0.56503,0.00000,0.00000,1.166107,ALIVE,6.283185,1.311,1,0,0,0,0.500
142,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.311,0,0,1,1,-35.500
143,1,69.124,96.000,96.000,0.52155,0.00000,0.00000,1.139440,ALIVE,6.283185,1.319,1,0,0,0,0.500
143,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.319,0,0,1,1,-35.500
144,1,69.149,96.000,96.000,0.48233,0.00000,0.00000,1.111369,ALIVE,6.283185,1.327,1,0,0,0,0.500
144,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.327,0,0,1,1,-35.500
145,1,69.171,96.000,96.000,0.44724,0.00000,0.00000,1.082344,ALIVE,6.283185,1.335,1,0,0,0,0.500
145,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.335,0,0,1,1,-35.500
146,1,69.852,96.000,96.000,13.62488,0.00000,0.00000,1.066606,ALIVE,6.283185,1.343,1,0,0,0,0.500
146,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.343,0,0,1,1,-35.500
147,1,69.886,96.000,96.000,0.66803,0.00000,0.00000,1.058823,ALIVE,6.283185,1.350,1,0,0,0,0.500
147,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.350,0,0,1,1,-35.500
148,1,69.915,96.000,96.000,0.58929,0.00000,0.00000,1.049464,ALIVE,6.283185,1.358,1,0,0,0,0.500
148,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.358,0,0,1,1,-35.500
149,1,69.941,96.000,96.000,0.51331,0.00000,0.00000,1.038771,ALIVE,6.283185,1.366,1,0,0,0,0.500
149,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.366,0,0,1,1,-35.500
150,1,69.963,96.000,96.000,0.44159,0.00000,0.00000,1.026965,ALIVE,6.283185,1.374,1,0,0,0,0.500
150,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.374,0,0,1,1,-35.500
151,1,69.981,96.000,96.000,0.37506,0.00000,0.00000,1.014254,ALIVE,6.283185,1.382,1,0,0,0,0.500
151,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.382,0,0,1,1,-35.500
152,1,69.997,96.000,96.000,0.31479,0.00000,0.00000,1.000835,ALIVE,6.283185,1.390,1,0,0,0,0.500
152,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.390,0,0,1,1,-35.500
153,1,70.010,96.000,96.000,0.26108,0.00000,0.00000,0.986906,ALIVE,6.283185,1.398,1,0,0,0,0.500
153,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.398,0,0,1,1,-35.500
154,1,70.021,96.000,96.000,0.21439,0.00000,0.00000,0.972667,ALIVE,6.283185,1.406,1,0,0,0,0.500
154,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.406,0,0,1,1,-35.500
155,1,70.030,96.000,96.000,0.17487,0.00000,0.00000,0.958326,ALIVE,6.283185,1.414,1,0,0,0,0.500
155,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.414,0,0,1,1,-35.500
156,1,70.037,96.000,96.000,0.14206,0.00000,0.00000,0.944105,ALIVE,6.283185,1.422,1,0,0,0,0.500
156,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.422,0,0,1,1,-35.500
157,1,70.043,96.000,96.000,0.11597,0.00000,0.00000,0.930237,ALIVE,6.283185,1.430,1,0,0,0,0.500
157,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.430,0,0,1,1,-35.500
158,1,70.047,96.000,96.000,0.09521,0.00000,0.00000,0.916962,ALIVE,6.283185,1.438,1,0,0,0,0.500
158,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.438,0,0,1,1,-35.500
159,1,70.051,96.000,96.000,0.07980,0.00000,0.00000,0.904530,ALIVE,6.283185,1.446,1,0,0,0,0.500
159,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.446,0,0,1,1,-35.500
160,1,70.055,96.000,96.000,0.06805,0.00000,0.00000,0.893186,ALIVE,6.283185,1.454,1,0,0,0,0.500
160,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.454,0,0,1,1,-35.500
161,1,70.058,96.000,96.000,0.05966,0.00000,0.00000,0.883169,ALIVE,6.283185,1.462,1,0,0,0,0.500
161,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.462,0,0,1,1,-35.500
162,1,70.060,96.000,96.000,0.05341,0.00000,0.00000,0.874696,ALIVE,6.283185,1.470,1,0,0,0,0.500
162,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.470,0,0,1,1,-35.500
163,1,70.063,96.000,96.000,0.04868,0.00000,0.00000,0.867957,ALIVE,6.283185,1.477,1,0,0,0,0.500
163,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.477,0,0,1,1,-35.500
164,1,70.065,96.000,96.000,0.04471,0.00000,0.00000,0.863101,ALIVE,6.283185,1.485,1,0,0,0,0.500
164,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.283185,1.485,0,0,1,1,-35.500
