# producer=CAELIX
# when=2026-02-25T14:47:36
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06F_relativity_twin_paradox_xy_sponge/20260225_144735 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --traffic-boundary sponge --traffic-sponge-width 8 --traffic-sponge-strength 1.0 --traffic-sponge-axes xy --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 2000 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10 --rel-detect window_peak --rel-start-threshold 0.01 --rel-peak-window 12 --rel-accept-threshold -1.0
# run_id=20260225_144735
# experiment=06F_relativity_twin_paradox_xy_sponge
# artefact=relativity_lightbox
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=2000
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
# rel_detect=window_peak
# rel_start_threshold=0.01
# rel_peak_window=12
# rel_accept_threshold=-1.0
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr,cap_s,cap_m,t_peak_s,t_peak_m,e_peak_s,e_peak_m,hit_t_s,hit_t_m,accept_t_s,accept_t_m
1019,71,70.735519,184,0.0556776,71,232,71,280,184,232,184,280,-4.351400757e+02,1.476577473e+01,1.154080429e+02,-5.188622284e+01,2.304324552e+07,1.553693895e+04,1.782553300e+06,2.996778336e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1020,71,70.791197,184,0.0556776,71,232,71,280,184,232,184,280,-4.865767822e+02,1.125079823e+01,7.989442444e+01,-3.582386017e+01,2.643991604e+07,1.244624259e+04,1.204658963e+06,1.654542715e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1021,71,70.846874,185,0.0556776,71,232,71,280,185,232,185,280,-5.161015625e+02,4.198283672e+00,6.340954971e+01,-2.718013573e+01,2.772707667e+07,1.194038945e+04,9.653640466e+05,1.178494976e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1022,71,70.902552,185,0.0556776,71,232,71,280,185,232,185,280,-5.156518555e+02,-5.321987152e+00,3.115826607e+01,-8.311304092e+00,2.689796836e+07,1.769179699e+04,5.674118802e+05,5.972358623e+04,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1023,71,70.958229,185,0.0556776,71,232,71,280,185,232,185,280,-4.822543030e+02,-1.535526466e+01,4.105748177e+00,1.109137630e+01,2.426184224e+07,3.260134461e+04,3.098775249e+05,6.288464542e+04,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1024,71,71.013907,185,0.0556776,71,232,71,280,185,232,185,280,-4.214296875e+02,-2.406788635e+01,-1.732862854e+01,2.956125832e+01,2.037407420e+07,5.587111795e+04,2.034157371e+05,1.242813397e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1025,71,71.069585,185,0.0556776,71,232,71,280,185,232,185,280,-3.448175964e+02,-3.046084023e+01,-3.413032150e+01,4.566849136e+01,1.589864657e+07,8.297183909e+04,2.558323204e+05,2.318502832e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1026,71,71.125262,185,0.0556776,71,232,71,280,185,232,185,280,-2.643973999e+02,-3.437167358e+01,-4.809708405e+01,5.849442291e+01,1.144750169e+07,1.083865399e+05,4.613008794e+05,3.676741561e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1027,71,71.180940,186,0.0556776,71,232,71,280,186,232,186,280,-1.880885315e+02,-3.601292419e+01,-5.458779144e+01,6.309926605e+01,7.477969478e+06,1.288248206e+05,6.061183949e+05,4.337765877e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1028,71,71.236618,186,0.0556776,71,232,71,280,186,232,186,280,-1.192904129e+02,-3.562471008e+01,-6.831620789e+01,7.082206726e+01,4.285186588e+06,1.442284764e+05,9.697705634e+05,5.737883604e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1029,71,71.292295,186,0.0556776,71,232,71,280,186,232,186,280,-5.892086029e+01,-3.353681564e+01,-8.345211029e+01,7.542595673e+01,2.045418905e+06,1.558503791e+05,1.374566233e+06,6.932566090e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1030,71,71.347973,186,0.0556776,71,232,71,280,186,232,186,280,-6.924998283e+00,-3.039972687e+01,-1.003340378e+02,7.729711151e+01,8.358374620e+05,1.632082999e+05,1.764708342e+06,7.757138957e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1031,71,71.403651,186,0.0556776,71,232,71,280,186,232,186,280,3.787762833e+01,-2.715711784e+01,-1.180591431e+02,7.689511871e+01,6.212657659e+05,1.630483704e+05,2.097966058e+06,8.092389625e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1032,71,71.459328,186,0.0556776,71,232,71,280,186,232,186,280,7.813739777e+01,-2.466598511e+01,-1.346469116e+02,7.477069855e+01,1.242166929e+06,1.519348129e+05,2.344062980e+06,7.886151984e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1033,72,71.515006,187,0.0556776,72,232,72,280,187,232,187,280,1.059890747e+02,-2.160248947e+01,-1.402164764e+02,7.312605286e+01,2.108950863e+06,1.199145207e+05,2.378277188e+06,7.561683075e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1034,72,71.570684,187,0.0556776,72,232,72,280,187,232,187,280,1.445914459e+02,-2.114632988e+01,-1.499748230e+02,6.935769653e+01,3.479286673e+06,9.520805648e+04,2.443758383e+06,6.648822386e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1035,72,71.626361,187,0.0556776,72,232,72,280,187,232,187,280,1.814227142e+02,-2.120894814e+01,-1.521783600e+02,6.434102631e+01,4.862516182e+06,6.980853357e+04,2.367591428e+06,5.410080363e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1036,72,71.682039,187,0.0556776,72,232,72,280,187,232,187,280,2.127789307e+02,-2.110684967e+01,-1.454162140e+02,5.745680618e+01,6.026724961e+06,4.863270212e+04,2.151947293e+06,4.024781692e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1037,72,71.737716,187,0.0556776,72,232,72,280,187,232,187,280,2.353349152e+02,-2.001203537e+01,-1.299484253e+02,4.800346375e+01,6.820275939e+06,3.303284268e+04,1.824440358e+06,2.681151189e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1038,72,71.793394,187,0.0556776,72,232,72,280,187,232,187,280,2.479022675e+02,-1.696999550e+01,-1.076994171e+02,3.565761948e+01,7.159472316e+06,2.189463604e+04,1.432883609e+06,1.551616268e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1039,72,71.849072,188,0.0556776,72,232,72,280,188,232,188,280,2.508825378e+02,-1.113226128e+01,-9.450867462e+01,2.899209213e+01,7.017297974e+06,1.510498612e+04,1.215824355e+06,1.143200922e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1040,72,71.904749,188,0.0556776,72,232,72,280,188,232,188,280,2.443680878e+02,-2.229230642e+00,-6.775016022e+01,1.325147438e+01,6.425098271e+06,1.580620806e+04,8.312815072e+05,5.686859776e+04,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1041,72,71.960427,188,0.0556776,72,232,72,280,188,232,188,280,2.272047729e+02,9.031224251e+00,-4.138519669e+01,-3.451148272e+00,5.476477804e+06,2.885733888e+04,5.008763037e+05,4.650224749e+04,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1042,72,72.016105,188,0.0556776,72,232,72,280,188,232,188,280,1.982064362e+02,2.102048683e+01,-1.753550720e+01,-1.985397339e+01,4.316495725e+06,5.670894414e+04,2.595528715e+05,8.360404909e+04,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1043,72,72.071782,188,0.0556776,72,232,72,280,188,232,188,280,1.583892670e+02,3.176153183e+01,2.768952608e+00,-3.495392227e+01,3.113937048e+06,9.653944729e+04,1.373243136e+05,1.614121547e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1044,72,72.127460,188,0.0556776,72,232,72,280,188,232,188,280,1.120004272e+02,3.968945694e+01,1.986916924e+01,-4.809914398e+01,2.024603516e+06,1.414408361e+05,1.556247423e+05,2.669404312e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1045,72,72.183138,189,0.0556776,72,232,72,280,189,232,189,280,6.523614502e+01,4.416109848e+01,2.713369942e+01,-5.291264725e+01,1.157764472e+06,1.844779567e+05,2.175740162e+05,3.167022707e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1046,72,72.238815,189,0.0556776,72,232,72,280,189,232,189,280,2.361747360e+01,4.548632050e+01,4.280783844e+01,-6.245522690e+01,5.641731866e+05,2.216966251e+05,4.386049164e+05,4.320526932e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1047,72,72.294493,189,0.0556776,72,232,72,280,189,232,189,280,-1.001189613e+01,4.456808853e+01,5.995885849e+01,-6.900720978e+01,2.499828024e+05,2.516763913e+05,7.631043385e+05,5.339354833e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1048,72,72.350171,189,0.0556776,72,232,72,280,189,232,189,280,-3.570731735e+01,4.241826248e+01,7.915105438e+01,-7.223929596e+01,1.949905219e+05,2.726122342e+05,1.144458023e+06,6.080206436e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1049,72,72.405848,189,0.0556776,72,232,72,280,189,232,189,280,-5.525533295e+01,3.981059265e+01,9.912355804e+01,-7.225016022e+01,3.591431865e+05,2.800737875e+05,1.531359827e+06,6.440255507e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1050,72,72.461526,189,0.0556776,72,232,72,280,189,232,189,280,-7.078253937e+01,3.718495178e+01,1.175311432e+02,-6.965412140e+01,6.824084254e+05,2.684841268e+05,1.875910245e+06,6.368422709e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1051,73,72.517203,190,0.0556776,73,232,73,280,190,232,190,280,-8.222567749e+01,3.222210312e+01,1.237930298e+02,-6.778787231e+01,1.029286589e+06,2.194617467e+05,1.970058127e+06,6.181048559e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1052,73,72.572881,190,0.0556776,73,232,73,280,190,232,190,280,-9.506071472e+01,3.087958336e+01,1.359195557e+02,-6.302048111e+01,1.452010220e+06,1.825224456e+05,2.173756198e+06,5.529076179e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1053,73,72.628559,190,0.0556776,73,232,73,280,190,232,190,280,-1.064128342e+02,2.983421516e+01,1.424466553e+02,-5.714612579e+01,1.808774640e+06,1.374737066e+05,2.247961346e+06,4.571812745e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1054,73,72.684236,190,0.0556776,73,232,73,280,190,232,190,280,-1.160228653e+02,2.849209213e+01,1.426360321e+02,-5.004658127e+01,2.045264792e+06,9.444041556e+04,2.178006055e+06,3.451899426e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1055,73,72.739914,190,0.0556776,73,232,73,280,190,232,190,280,-1.234469070e+02,2.584926987e+01,1.359053192e+02,-4.143871307e+01,2.142853487e+06,6.071375247e+04,1.969781069e+06,2.334939411e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1056,73,72.795592,190,0.0556776,73,232,73,280,190,232,190,280,-1.281365967e+02,2.071976471e+01,1.221982422e+02,-3.120062065e+01,2.111309198e+06,3.937686484e+04,1.651468342e+06,1.378336972e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1057,73,72.851269,191,0.0556776,73,232,73,280,191,232,191,280,-1.293322601e+02,1.224178791e+01,1.121527176e+02,-2.652676010e+01,1.970886363e+06,3.185589153e+04,1.443469917e+06,1.053003555e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1058,73,72.906947,191,0.0556776,73,232,73,280,191,232,191,280,-1.260150070e+02,3.976900876e-01,9.053760529e+01,-1.419161987e+01,1.741043980e+06,4.078749622e+04,1.057725150e+06,5.256151884e+04,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1059,73,72.962625,191,0.0556776,73,232,73,280,191,232,191,280,-1.171889343e+02,-1.381343365e+01,6.600939941e+01,-7.832845449e-01,1.444300938e+06,6.965147838e+04,6.882334303e+05,3.613683108e+04,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1060,73,73.018302,191,0.0556776,73,232,73,280,191,232,191,280,-1.024469070e+02,-2.867217255e+01,4.049943924e+01,1.310063267e+01,1.113144356e+06,1.190188705e+05,3.852627282e+05,5.481790119e+04,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1061,73,73.073980,191,0.0556776,73,232,73,280,191,232,191,280,-8.242856598e+01,-4.227189636e+01,1.532396412e+01,2.654290009e+01,7.883675518e+05,1.828173461e+05,1.901946741e+05,1.020721378e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,0,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1062,73,73.129658,191,0.0556776,73,232,73,280,191,232,191,280,-5.882173157e+01,-5.294798279e+01,-8.726719856e+00,3.839972687e+01,5.088163783e+05,2.487682402e+05,1.316766373e+05,1.674375655e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,1,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1063,73,73.185335,192,0.0556776,73,232,73,280,192,232,192,280,-3.397470856e+01,-5.948401260e+01,-1.924096298e+01,4.272766113e+01,2.984873200e+05,3.035045669e+05,1.555345921e+05,1.987128467e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,1,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1064,73,73.241013,192,0.0556776,73,232,73,280,192,232,192,280,-1.047163486e+01,-6.125060654e+01,-4.062260437e+01,5.066312408e+01,1.606962109e+05,3.383210639e+05,3.102678580e+05,2.699854815e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,1,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1065,73,73.296690,192,0.0556776,73,232,73,280,192,232,192,280,9.184971809e+00,-5.841652679e+01,-6.004936218e+01,5.542666626e+01,8.521146451e+04,3.511225372e+05,5.897290706e+05,3.329375611e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,1,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1066,73,73.352368,192,0.0556776,73,232,73,280,192,232,192,280,2.303130722e+01,-5.209175873e+01,-7.787678528e+01,5.734934998e+01,6.169964855e+04,3.438184108e+05,9.545065850e+05,3.824032407e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,1,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1067,73,73.408046,192,0.0556776,73,232,73,280,192,232,192,280,3.043388367e+01,-4.410165024e+01,-9.457859039e+01,5.707491302e+01,8.670884820e+04,3.183938763e+05,1.351605079e+06,4.181957363e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,1,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1068,73,73.463723,192,0.0556776,73,232,73,280,192,232,192,280,3.281446075e+01,-3.631626511e+01,-1.101015091e+02,5.537342453e+01,1.585156919e+05,2.758064018e+05,1.723539781e+06,4.434608897e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,1,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
1069,74,73.519401,193,0.0556776,74,232,74,280,193,232,193,280,3.474526596e+01,-3.277159500e+01,-1.154929886e+02,5.484107208e+01,2.594895898e+05,2.428370159e+05,1.829342115e+06,4.590457574e+05,0,0,0,0,5,5,5,5,211.000000,191.000000,4.549763033e-01,5.298988066e-01,9.052132701e-01,1.054277834e+00,1.075070186e+00,8.586097904e-01,9.230657873e-01,-1.934046028e-02,1.048284837e+00,0,1,997,973,7.998716780e+05,8.042433835e+05,-1,-1,-1,-1
