# producer=CAELIX
# when=2026-02-25T14:47:36
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06F_relativity_twin_paradox_xy_sponge/20260225_144735 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --traffic-boundary sponge --traffic-sponge-width 8 --traffic-sponge-strength 1.0 --traffic-sponge-axes xy --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 2000 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10 --rel-detect window_peak --rel-start-threshold 0.01 --rel-peak-window 12 --rel-accept-threshold -1.0
# run_id=20260225_144735
# experiment=06F_relativity_twin_paradox_xy_sponge
# artefact=relativity_lightbox
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=2000
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
# rel_detect=window_peak
# rel_start_threshold=0.01
# rel_peak_window=12
# rel_accept_threshold=-1.0
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr,cap_s,cap_m,t_peak_s,t_peak_m,e_peak_s,e_peak_m,hit_t_s,hit_t_m,accept_t_s,accept_t_m
68,18,17.786080,25,0.0556776,18,232,18,280,25,232,25,280,1.309815826e+02,3.151008114e-02,2.366051865e+01,6.430233829e-03,2.367067119e+06,1.977640334e+00,3.050757962e+05,2.159245398e-01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
69,18,17.841757,26,0.0556776,18,232,18,280,26,232,26,280,1.416786041e+02,5.799670517e-02,2.782060623e+01,9.463402443e-03,2.579419224e+06,4.820225576e+00,3.373265032e+05,4.002891668e-01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
70,18,17.897435,26,0.0556776,18,232,18,280,26,232,26,280,1.467503510e+02,1.014917418e-01,4.925616455e+01,1.940052584e-02,2.614475308e+06,1.052989089e+01,6.007638863e+05,1.146862392e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
71,18,17.953113,26,0.0556776,18,232,18,280,26,232,26,280,1.455419617e+02,1.686591506e-01,7.218996429e+01,3.769794852e-02,2.476080412e+06,2.045447424e+01,9.229091701e+05,2.956688795e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
72,18,18.008790,26,0.0556776,18,232,18,280,26,232,26,280,1.386220551e+02,2.655961215e-01,9.408421326e+01,6.942494959e-02,2.188880225e+06,3.489781740e+01,1.262207085e+06,6.833037787e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
73,18,18.064468,26,0.0556776,18,232,18,280,26,232,26,280,1.266944656e+02,3.949506879e-01,1.126628418e+02,1.210918948e-01,1.793671117e+06,5.131519581e+01,1.573089161e+06,1.406824265e+01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
74,18,18.120146,26,0.0556776,18,232,18,280,26,232,26,280,1.097673798e+02,5.513947010e-01,1.264938812e+02,1.997485906e-01,1.344178910e+06,6.334833140e+01,1.809947011e+06,2.555431945e+01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
75,18,18.175823,27,0.0556776,18,232,18,280,27,232,27,280,8.750527954e+01,7.156558037e-01,1.232398758e+02,2.505602241e-01,9.015732623e+05,6.465713230e+01,1.684020880e+06,3.246312458e+01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
76,18,18.231501,27,0.0556776,18,232,18,280,27,232,27,280,6.037049103e+01,8.480778337e-01,1.296657715e+02,3.784511387e-01,5.252432842e+05,6.322706383e+01,1.768495286e+06,4.714488106e+01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
77,18,18.287179,27,0.0556776,18,232,18,280,27,232,27,280,3.031949043e+01,8.836837411e-01,1.294035797e+02,5.346179008e-01,2.610482476e+05,1.087510278e+02,1.728084335e+06,5.777070228e+01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
78,18,18.342856,27,0.0556776,18,232,18,280,27,232,27,280,3.061624169e-01,7.317491174e-01,1.217631683e+02,6.991758347e-01,1.322297244e+05,3.231252538e+02,1.567973458e+06,6.067342655e+01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
79,18,18.398534,27,0.0556776,18,232,18,280,27,232,27,280,-2.695008659e+01,2.835682929e-01,1.072121506e+02,8.305860758e-01,1.380446757e+05,9.030113811e+02,1.314176992e+06,6.887515504e+01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
80,18,18.454211,27,0.0556776,18,232,18,280,27,232,27,280,-4.984436798e+01,-5.680997372e-01,8.753104401e+01,8.606469631e-01,2.590464669e+05,2.049104320e+03,1.007279538e+06,1.374875423e+02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
81,19,18.509889,28,0.0556776,19,232,19,280,28,232,28,280,-5.893623352e+01,-1.595398664e+00,7.787694550e+01,7.997083664e-01,3.718368056e+05,3.429827361e+03,8.474676595e+05,2.360237216e+02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
82,19,18.565567,28,0.0556776,19,232,19,280,28,232,28,280,-7.478677368e+01,-3.310038090e+00,5.671341705e+01,4.923977256e-01,6.210410428e+05,5.464042229e+03,5.697650403e+05,6.448541512e+02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
83,19,18.621244,28,0.0556776,19,232,19,280,28,232,28,280,-8.616231537e+01,-5.397338390e+00,3.521913147e+01,-1.787713766e-01,9.044052616e+05,7.254500529e+03,3.374564442e+05,1.489276082e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
84,19,18.676922,28,0.0556776,19,232,19,280,28,232,28,280,-9.358133698e+01,-7.583941460e+00,1.431430626e+01,-1.302511930e+00,1.177420018e+06,8.070062761e+03,1.881615108e+05,2.838943553e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
85,19,18.732600,28,0.0556776,19,232,19,280,28,232,28,280,-9.816254425e+01,-9.407494545e+00,-5.559141636e+00,-2.899839401e+00,1.396720830e+06,7.870725685e+03,1.483340230e+05,4.504734630e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
86,19,18.788277,28,0.0556776,19,232,19,280,28,232,28,280,-1.012523117e+02,-1.023669815e+01,-2.431844711e+01,-4.872354031e+00,1.528509148e+06,8.282954664e+03,2.267179484e+05,5.991501476e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
87,19,18.843955,29,0.0556776,19,232,19,280,29,232,29,280,-1.035873260e+02,-9.353443146e+00,-2.618072701e+01,-5.868477821e+00,1.555627638e+06,1.291225483e+04,2.497396222e+05,6.304053444e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
88,19,18.899633,29,0.0556776,19,232,19,280,29,232,29,280,-1.047067032e+02,-6.105078697e+00,-4.379480743e+01,-7.832677364e+00,1.479772812e+06,2.605669378e+04,4.447560131e+05,6.668684028e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
89,19,18.955310,29,0.0556776,19,232,19,280,29,232,29,280,-1.031980820e+02,-1.146616116e-01,-6.173375320e+01,-9.157869339e+00,1.318015441e+06,4.976826051e+04,7.008695045e+05,6.922452812e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
90,19,19.010988,29,0.0556776,19,232,19,280,29,232,29,280,-9.761339569e+01,8.489839554e+00,-7.977901459e+01,-9.174426079e+00,1.096081336e+06,8.086842319e+04,9.771933795e+05,9.148357877e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
91,19,19.066666,29,0.0556776,19,232,19,280,29,232,29,280,-8.731502533e+01,1.889233398e+01,-9.659510040e+01,-7.215891838e+00,8.426808176e+05,1.106806000e+05,1.231234424e+06,1.634362684e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
92,19,19.122343,29,0.0556776,19,232,19,280,29,232,29,280,-7.266036224e+01,2.952995491e+01,-1.100801468e+02,-2.812762022e+00,5.870205622e+05,1.292934812e+05,1.424745019e+06,3.066467133e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
93,19,19.178021,30,0.0556776,19,232,19,280,30,232,30,280,-5.457956314e+01,3.822725677e+01,-1.103288040e+02,3.608669639e-01,3.581599041e+05,1.328836181e+05,1.380344702e+06,3.951442209e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
94,19,19.233699,30,0.0556776,19,232,19,280,30,232,30,280,-3.408221054e+01,4.255123520e+01,-1.168616104e+02,8.282134056e+00,1.832991997e+05,1.291896012e+05,1.459843628e+06,6.086204813e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
95,19,19.289376,30,0.0556776,19,232,19,280,30,232,30,280,-1.213009739e+01,4.034952927e+01,-1.169832764e+02,1.757035446e+01,8.282830645e+04,1.359872769e+05,1.435726081e+06,8.033805109e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
96,19,19.345054,30,0.0556776,19,232,19,280,30,232,30,280,1.015447521e+01,3.036108971e+01,-1.109805222e+02,2.664212227e+01,6.418173025e+04,1.717268577e+05,1.310955893e+06,9.215521685e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
97,19,19.400731,30,0.0556776,19,232,19,280,30,232,30,280,3.130275536e+01,1.273483181e+01,-9.961297607e+01,3.346174622e+01,1.198997648e+05,2.436397465e+05,1.105822767e+06,9.499652076e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
98,19,19.456409,30,0.0556776,19,232,19,280,30,232,30,280,4.962490845e+01,-1.071711159e+01,-8.377227783e+01,3.595565414e+01,2.315761161e+05,3.414670714e+05,8.539816706e+05,9.422750186e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
99,20,19.512087,31,0.0556776,20,232,20,280,31,232,31,280,5.889496231e+01,-2.945755959e+01,-7.716754913e+01,3.451866913e+01,3.286915682e+05,4.081565511e+05,7.551279599e+05,9.319069215e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
100,20,19.567764,31,0.0556776,20,232,20,280,31,232,31,280,7.019378662e+01,-5.414438248e+01,-5.763331223e+01,2.787170029e+01,4.937272334e+05,4.936394979e+05,5.140489636e+05,1.055012504e+05,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,0,-1,-1,nan,nan,-1,-1,-1,-1
101,20,19.623442,31,0.0556776,20,232,20,280,31,232,31,280,7.661405182e+01,-7.383055115e+01,-3.646422577e+01,1.499105453e+01,6.599430340e+05,5.452498063e+05,3.094589556e+05,1.346867779e+05,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,1,-1,-1,nan,nan,-1,-1,-1,-1
102,20,19.679120,31,0.0556776,20,232,20,280,31,232,31,280,7.907338715e+01,-8.470507812e+01,-1.522398090e+01,-2.666477919e+00,8.053561536e+05,5.573370204e+05,1.700498312e+05,1.793070669e+05,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,1,1,-1,-1,nan,nan,-1,-1,-1,-1
103,20,19.734797,31,0.0556776,20,232,20,280,31,232,31,280,7.909489441e+01,-8.434001160e+01,4.689626694e+00,-2.246626854e+01,9.093145659e+05,5.374508250e+05,1.148229119e+05,2.311478374e+05,0,1,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,102,-1,103,-1
104,20,19.790475,31,0.0556776,20,232,20,280,31,232,31,280,7.818016052e+01,4.277848816e+02,2.243903732e+01,-4.112774277e+01,9.557468435e+05,2.228967853e+07,1.505325222e+05,2.790369845e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,-1,-1,-1,-1
105,20,19.846153,32,0.0556776,20,232,20,280,32,232,32,280,7.717428589e+01,8.622266235e+02,2.482786369e+01,-4.827201843e+01,9.376942384e+05,5.054436726e+07,1.702077219e+05,2.863028408e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,-1,-1,-1,-1
106,20,19.901830,32,0.0556776,20,232,20,280,32,232,32,280,7.598097992e+01,1.153124756e+03,3.974841309e+01,-5.918023682e+01,8.599927019e+05,8.602711172e+07,3.041077079e+05,3.087847931e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,-1,-1,-1,-1
107,20,19.957508,32,0.0556776,20,232,20,280,32,232,32,280,7.379024506e+01,1.273541626e+03,5.363414001e+01,-6.257200241e+01,7.374011397e+05,1.149249920e+08,4.920460408e+05,3.101121272e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,-1,-1,-1,-1
108,20,20.013186,32,0.0556776,20,232,20,280,32,232,32,280,6.960067749e+01,1.237155396e+03,6.695846558e+01,-5.805379486e+01,5.891167451e+05,1.275236458e+08,7.018811282e+05,2.911759238e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,-1,-1,-1,-1
109,20,20.068863,32,0.0556776,20,232,20,280,32,232,32,280,6.263243103e+01,1.086815430e+03,7.951445007e+01,-4.656779480e+01,4.338080860e+05,1.212125506e+08,8.995237370e+05,2.586541889e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,-1,-1,-1,-1
110,20,20.124541,32,0.0556776,20,232,20,280,32,232,32,280,5.244344711e+01,8.758489990e+02,9.035736084e+01,-2.999473572e+01,2.876673098e+05,9.991738299e+07,1.054908487e+06,2.251770250e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,-1,-1,-1,-1
111,20,20.180218,33,0.0556776,20,232,20,280,33,232,33,280,3.893121719e+01,6.501418457e+02,9.198342896e+01,-1.955034828e+01,1.648614536e+05,7.125314780e+07,1.052667570e+06,2.033505615e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,1,102,-1,5.573370204e+05,nan,-1,-1,-1,-1
112,20,20.235896,33,0.0556776,20,232,20,280,33,232,33,280,2.247519493e+01,4.378980408e+02,9.898545074e+01,7.410310209e-02,7.824607060e+04,4.318511120e+07,1.125006040e+06,1.967313178e+05,0,0,0,1,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,107,-1,112
113,20,20.291574,33,0.0556776,20,232,20,280,33,232,33,280,4.156126022e+00,2.497039642e+02,1.015115967e+02,5.191935425e+02,3.794627411e+04,2.151437503e+07,1.120354552e+06,2.770995524e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
114,20,20.347251,33,0.0556776,20,232,20,280,33,232,33,280,-1.429727650e+01,8.578850555e+01,9.892970276e+01,9.483612061e+02,4.756095092e+04,8.777671661e+06,1.039238608e+06,5.986533373e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
115,20,20.402929,33,0.0556776,20,232,20,280,33,232,33,280,-3.101969910e+01,-5.614816284e+01,9.109190369e+01,1.223841797e+03,1.012964184e+05,4.510234931e+06,8.937285010e+05,9.681381446e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
116,20,20.458607,33,0.0556776,20,232,20,280,33,232,33,280,-4.468371964e+01,-1.776056061e+02,7.847486877e+01,1.322099854e+03,1.854084584e+05,6.395565809e+06,7.062252237e+05,1.242393899e+08,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
117,21,20.514284,34,0.0556776,21,232,21,280,34,232,34,280,-5.222066116e+01,-2.579602051e+02,7.332904816e+01,1.197059326e+03,2.598717362e+05,1.051897513e+07,6.389537064e+05,1.236338103e+08,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
118,21,20.569962,34,0.0556776,21,232,21,280,34,232,34,280,-6.066946030e+01,-3.488558960e+02,5.645564270e+01,1.054574951e+03,3.669192178e+05,1.638323447e+07,4.457855040e+05,1.151180949e+08,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
119,21,20.625640,34,0.0556776,21,232,21,280,34,232,34,280,-6.571598053e+01,-4.251067505e+02,3.811777496e+01,8.512792969e+02,4.666769981e+05,2.187468317e+07,2.756269884e+05,9.329881862e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
120,21,20.681317,34,0.0556776,21,232,21,280,34,232,34,280,-6.740132904e+01,-4.845313721e+02,1.961041451e+01,6.291657715e+02,5.480404754e+05,2.589600487e+07,1.516613376e+05,6.558681537e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
121,21,20.736995,34,0.0556776,21,232,21,280,34,232,34,280,-6.609833527e+01,-5.202682495e+02,1.648868203e+00,4.160635986e+02,6.009773751e+05,2.785764425e+07,8.900931014e+04,3.928163578e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
122,21,20.792673,34,0.0556776,21,232,21,280,34,232,34,280,-6.283990479e+01,-5.246700439e+02,-1.535948467e+01,2.245972290e+02,6.172581188e+05,2.758820317e+07,9.385421994e+04,1.949653672e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
123,21,20.848350,35,0.0556776,21,232,21,280,35,232,35,280,-5.912231064e+01,-4.951945801e+02,-1.913526917e+01,1.401794586e+02,5.931258102e+05,2.529557966e+07,1.068164368e+05,1.120158975e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
124,21,20.904028,35,0.0556776,21,232,21,280,35,232,35,280,-5.612964630e+01,-4.372842712e+02,-3.385912704e+01,-1.112019348e+01,5.319564227e+05,2.150285015e+07,1.904825356e+05,6.164580538e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
125,21,20.959705,35,0.0556776,21,232,21,280,35,232,35,280,-5.395643616e+01,-3.618793945e+02,-4.645198059e+01,-1.427452240e+02,4.443571724e+05,1.690599269e+07,3.211370246e+05,6.606384267e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
126,21,21.015383,35,0.0556776,21,232,21,280,35,232,35,280,-5.150450134e+01,-2.800365906e+02,-5.693274689e+01,-2.535609436e+02,3.445708219e+05,1.219828032e+07,4.768531371e+05,1.059853321e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
127,21,21.071061,35,0.0556776,21,232,21,280,35,232,35,280,-4.717520523e+01,-1.991952820e+02,-6.584410858e+01,-3.452086487e+02,2.457467994e+05,7.939102139e+06,6.320104343e+05,1.607714419e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
128,21,21.126738,35,0.0556776,21,232,21,280,35,232,35,280,-3.981536865e+01,-1.232265549e+02,-7.373708344e+01,-4.199723206e+02,1.576311468e+05,4.512693465e+06,7.621082366e+05,2.131670045e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
129,21,21.182416,36,0.0556776,21,232,21,280,36,232,36,280,-2.923793030e+01,-5.448681259e+01,-7.552195740e+01,-4.382436218e+02,8.731270901e+04,2.149817400e+06,7.781772273e+05,2.149956027e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
130,21,21.238094,36,0.0556776,21,232,21,280,36,232,36,280,-1.609932518e+01,5.178565979e+00,-8.226212311e+01,-4.862279968e+02,4.097530686e+04,9.447937739e+05,8.498759371e+05,2.440792191e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
131,21,21.293771,36,0.0556776,21,232,21,280,36,232,36,280,-1.462983847e+00,5.534559631e+01,-8.625524139e+01,-5.046914673e+02,2.398275988e+04,8.494614607e+05,8.648523676e+05,2.524373351e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
132,21,21.349449,36,0.0556776,21,232,21,280,36,232,36,280,1.350354195e+01,9.797414398e+01,-8.633416748e+01,-4.894239197e+02,3.854078329e+04,1.668275470e+06,8.217117234e+05,2.396228706e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
133,21,21.405127,36,0.0556776,21,232,21,280,36,232,36,280,2.757804680e+01,1.364297180e+02,-8.197729492e+01,-4.426609802e+02,8.116239687e+04,3.079385867e+06,7.269747758e+05,2.094321500e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
134,21,21.460804,36,0.0556776,21,232,21,280,36,232,36,280,3.951346207e+01,1.729372101e+02,-7.339685822e+01,-3.731590576e+02,1.425939497e+05,4.702850640e+06,5.943981438e+05,1.684084092e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,102,107,5.573370204e+05,3.101121272e+05,-1,-1,-1,-1
