# producer=CAELIX
# when=2026-02-11T23:28:42
# cwd=
# python=
# command= /core.py --out _Output/02_interference/02A_double_slit_single_slit_control/20260211_232841 --double-slit --ds-single-slit --ds-source sine --ds-omega 0.80 --ds-gun-speed 0.0 --ds-burn 600 --ds-window 200 --ds-sample-every 4 --ds-amp 1000.0 --traffic-mode telegraph --traffic-gamma 0.0001 --traffic-boundary sponge --traffic-sponge-width 32 --traffic-sponge-strength 1.0 --n 512 --ds-wall-x 256 --ds-detector-x 470 --ds-gun-stop 246 --ds-steps 5000 --ds-slit-width 8 --ds-sample-every 1
# run_id=20260211_232841
# experiment=02A_double_slit_single_slit_control
# artefact=double_slit
# n=512
# ds_steps=5000
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.25
# traffic_gamma=0.0001
# traffic_dt=1.0
# traffic_decay=0.0
# double-slit
# n=512 steps=5000 wall_x=256 detector_x=470 cz=256 cy=256
# slits: slit_sep=16 slit_width=8 single_slit=1 y1=[252:260] y2=[0:0] z=[0:512)
# detector: line_y at x=470, z=256; intensity=phi^2
# detector_y=[32:480) boundary=sponge sponge_width=32 sponge_strength=1
# gun: start=10 stop=246 speed=0
# src: mode=sine amp=1000 omega=0.8 half_period=0
# chirality: select=0 field=none
# sampling: burn=600 sample_every=1 samples=4400 window=200
# dump_samples=0
# section:pattern_mean
y,y_off,intensity,intensity_norm
375,119,5.91308113818e-13,0.000626840408952
376,120,5.53274990399e-13,0.000586521837161
377,121,5.1629864275e-13,0.000547323543852
378,122,4.81524061218e-13,0.000510459322983
379,123,4.48717890405e-13,0.000475681796601
380,124,4.16818179745e-13,0.000441865200467
381,125,3.85336033872e-13,0.000408491261005
382,126,3.55034426692e-13,0.000376368799987
383,127,3.26810947463e-13,0.000346449343702
384,128,3.00429411211e-13,0.000318482514588
385,129,2.7506045958e-13,0.000291589117315
386,130,2.50500408898e-13,0.000265553228658
387,131,2.27480674452e-13,0.000241150215379
388,132,2.06439292147e-13,0.000218844435396
389,133,1.86834354138e-13,0.000198061417081
390,134,1.68163020211e-13,0.00017826810405
391,135,1.50601986754e-13,0.000159651810553
392,136,1.34703700213e-13,0.000142798180096
393,137,1.20465193905e-13,0.000127704067723
394,138,1.07317285445e-13,0.000113766088311
395,139,9.52933280623e-14,0.000101019599321
396,140,8.47688005531e-14,8.9862642442e-05
397,141,7.57327434941e-14,8.02835996895e-05
398,142,6.78924689828e-14,7.19721952523e-05
399,143,6.11143425887e-14,6.47867644734e-05
400,144,5.57038642174e-14,5.9051165053e-05
401,145,5.16642079626e-14,5.47687618192e-05
402,146,4.86471377092e-14,5.1570392801e-05
403,147,4.66878228138e-14,4.94933407167e-05
404,148,4.59662795294e-14,4.87284391756e-05
405,149,4.63509257798e-14,4.91361992034e-05
