# producer=CAELIX
# when=2026-02-25T13:07:07
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06E_relativity_twin_paradox_window_peak/20260225_130706 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 1500 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10 --rel-detect window_peak --rel-start-threshold 0.01 --rel-peak-window 12 --rel-accept-threshold -1.0
# run_id=20260225_130706
# experiment=06E_relativity_twin_paradox_window_peak
# artefact=relativity_lightbox
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=1500
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
# rel_detect=window_peak
# rel_start_threshold=0.01
# rel_peak_window=12
# rel_accept_threshold=-1.0
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr,cap_s,cap_m,t_peak_s,t_peak_m,e_peak_s,e_peak_m,hit_t_s,hit_t_m,accept_t_s,accept_t_m
1127,77,76.748704,202,0.0556776,77,232,77,280,202,232,202,280,-5.155090332e+01,3.440465450e+00,3.239823914e+01,1.308465118e+02,3.115048636e+05,1.065142269e+05,1.261257436e+05,2.604626060e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1128,77,76.804382,202,0.0556776,77,232,77,280,202,232,202,280,-4.439169693e+01,2.556353378e+01,4.799319839e+01,9.879994965e+01,2.154124489e+05,9.456998384e+04,2.314129247e+05,1.857593458e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1129,77,76.860060,203,0.0556776,77,232,77,280,203,232,203,280,-3.484061813e+01,4.311134338e+01,5.794514084e+01,8.307229614e+01,1.293788065e+05,1.747996149e+05,3.319965060e+05,1.487674665e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1130,77,76.915737,203,0.0556776,77,232,77,280,203,232,203,280,-2.276406288e+01,5.566958618e+01,6.816220093e+01,5.466243744e+01,6.657724129e+04,3.330103717e+05,4.850385768e+05,8.640391657e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1131,77,76.971415,203,0.0556776,77,232,77,280,203,232,203,280,-8.373764992e+00,6.388801193e+01,7.408732605e+01,2.990813637e+01,3.677258665e+04,5.454156539e+05,6.370763945e+05,4.180394183e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1132,77,77.027093,203,0.0556776,77,232,77,280,203,232,203,280,7.514897346e+00,6.968836975e+01,7.682408142e+01,7.166925907e+00,4.473580629e+04,7.752023647e+05,7.724506718e+05,2.011759020e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1133,77,77.082770,203,0.0556776,77,232,77,280,203,232,203,280,2.357580948e+01,7.548860931e+01,7.771824646e+01,-1.565903664e+01,8.868219018e+04,9.780383995e+05,8.797192062e+05,2.369988169e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1134,77,77.138448,203,0.0556776,77,232,77,280,203,232,203,280,3.829796982e+01,8.261441803e+01,7.799871826e+01,-4.014060593e+01,1.599983148e+05,1.115769712e+06,9.505000338e+05,5.141988648e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1135,77,77.194126,204,0.0556776,77,232,77,280,204,232,204,280,5.030485153e+01,9.014901733e+01,7.993224335e+01,-5.489999008e+01,2.451329857e+05,1.167662561e+06,9.875159054e+05,7.124765057e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1136,77,77.249803,204,0.0556776,77,232,77,280,204,232,204,280,5.858806610e+01,9.538521576e+01,7.870570374e+01,-8.041405487e+01,3.294043453e+05,1.131712971e+06,9.688218669e+05,1.228765737e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1137,77,77.305481,204,0.0556776,77,232,77,280,204,232,204,280,6.272776031e+01,9.566059113e+01,7.780014801e+01,-1.059593124e+02,4.008314477e+05,1.019681909e+06,9.061015887e+05,1.824596297e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1138,77,77.361158,204,0.0556776,77,232,77,280,204,232,204,280,6.307837677e+01,9.003226471e+01,7.674079895e+01,-1.299895172e+02,4.516417909e+05,8.509267549e+05,8.059267154e+05,2.420716069e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1139,77,77.416836,204,0.0556776,77,232,77,280,204,232,204,280,6.072407532e+01,7.939515686e+01,7.443543243e+01,-1.507577362e+02,4.770865249e+05,6.483346894e+05,6.762518580e+05,2.939119883e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1140,77,77.472514,204,0.0556776,77,232,77,280,204,232,204,280,5.706098938e+01,6.518226624e+01,6.950287628e+01,-1.665622864e+02,4.736966610e+05,4.385536780e+05,5.269049485e+05,3.307972453e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1141,78,77.528191,205,0.0556776,78,232,78,280,205,232,205,280,5.674615860e+01,4.998234558e+01,6.062812805e+01,-1.658110352e+02,4.853597456e+05,2.805272330e+05,4.099310354e+05,3.235152391e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1142,78,77.583869,205,0.0556776,78,232,78,280,205,232,205,280,5.357406235e+01,2.968362236e+01,5.008651733e+01,-1.713075409e+02,4.351357888e+05,1.291523577e+05,2.646297125e+05,3.282838462e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1143,78,77.639547,205,0.0556776,78,232,78,280,205,232,205,280,4.993127823e+01,7.360839367e+00,3.628587341e+01,-1.694067841e+02,3.557488028e+05,5.249202255e+04,1.451961523e+05,3.114200201e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1144,78,77.695224,205,0.0556776,78,232,78,280,205,232,205,280,4.494204330e+01,-1.526037312e+01,1.968232727e+01,-1.594854279e+02,2.596400256e+05,5.322583228e+04,6.980146185e+04,2.751509874e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1145,78,77.750902,205,0.0556776,78,232,78,280,205,232,205,280,3.760250854e+01,-3.558292770e+01,1.063505173e+00,-1.416137695e+02,1.652630911e+05,1.176850899e+05,5.459373745e+04,2.248301585e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1146,78,77.806580,205,0.0556776,78,232,78,280,205,232,205,280,2.711941528e+01,-5.137348557e+01,-1.862527275e+01,-1.166948853e+02,9.313310623e+04,2.210622775e+05,1.089634251e+05,1.679177750e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1147,78,77.862257,206,0.0556776,78,232,78,280,206,232,206,280,1.314690304e+01,-6.179362488e+01,-2.724902534e+01,-1.014556656e+02,6.110213902e+04,3.351792969e+05,1.470802339e+05,1.358448515e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1148,78,77.917935,206,0.0556776,78,232,78,280,206,232,206,280,-4.005494118e+00,-6.732776642e+01,-4.485192871e+01,-7.157738495e+01,8.003829856e+04,4.343728651e+05,2.919219291e+05,8.679035078e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,0,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1149,78,77.973613,206,0.0556776,78,232,78,280,206,232,206,280,-2.322980881e+01,-6.883460236e+01,-6.115489960e+01,-4.031709671e+01,1.503483379e+05,4.994446620e+05,4.823657620e+05,4.888321382e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1150,78,78.029290,206,0.0556776,78,232,78,280,206,232,206,280,-4.268882751e+01,-6.676557922e+01,-7.500895691e+01,-1.012181664e+01,2.598255198e+05,5.194022625e+05,6.951383326e+05,2.739298348e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1151,78,78.084968,206,0.0556776,78,232,78,280,206,232,206,280,-6.015049362e+01,-6.127534103e+01,-8.558346558e+01,1.766141891e+01,3.839470639e+05,4.914674947e+05,9.005864561e+05,2.578899617e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1152,78,78.140645,206,0.0556776,78,232,78,280,206,232,206,280,-7.342450714e+01,-5.291213226e+01,-9.260604095e+01,4.316693878e+01,4.902978117e+05,4.218803095e+05,1.066867111e+06,4.502063438e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1153,78,78.196323,207,0.0556776,78,232,78,280,207,232,207,280,-8.067539978e+01,-4.296416855e+01,-9.181887817e+01,5.012913132e+01,5.476208949e+05,3.259253164e+05,1.081232029e+06,5.623865805e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1154,78,78.252001,207,0.0556776,78,232,78,280,207,232,207,280,-8.058791351e+01,-3.296340942e+01,-9.519177246e+01,7.449035645e+01,5.369802363e+05,2.241050601e+05,1.148895916e+06,9.887505990e+05,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1155,78,78.307678,207,0.0556776,78,232,78,280,207,232,207,280,-7.256681061e+01,-2.381249237e+01,-9.552125549e+01,9.839369965e+01,4.601068523e+05,1.360791647e+05,1.131497567e+06,1.515740064e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1156,78,78.363356,207,0.0556776,78,232,78,280,207,232,207,280,-5.708126450e+01,-1.544696999e+01,-9.237671661e+01,1.204562759e+02,3.401539665e+05,7.503182701e+04,1.030100398e+06,2.059517363e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1157,78,78.419034,207,0.0556776,78,232,78,280,207,232,207,280,-3.597162628e+01,-7.412817478e+00,-8.537618256e+01,1.388472290e+02,2.132947998e+05,4.417243473e+04,8.608370873e+05,2.530866096e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1158,78,78.474711,207,0.0556776,78,232,78,280,207,232,207,280,-1.236969757e+01,1.941389441e-01,-7.448804474e+01,1.522283630e+02,1.145555626e+05,3.763811234e+04,6.517802840e+05,2.852689407e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1159,79,78.530389,208,0.0556776,79,232,79,280,208,232,208,280,2.314269066e+00,7.771680832e+00,-6.979421234e+01,1.546343842e+02,8.049765597e+04,4.163381673e+04,5.542333526e+05,2.861817723e+06,0,0,0,0,5,6,5,6,183.000000,191.000000,5.245901639e-01,5.298056813e-01,1.043715847e+00,1.054092553e+00,1.054903215e+00,9.901557920e-01,1.044518528e+00,-7.684701864e-04,1.048284837e+00,1,0,1066,1081,6.435129588e+05,4.709729525e+05,-1,-1,-1,-1
1160,79,78.586067,208,0.0556776,79,232,79,280,208,232,208,280,2.120488548e+01,1.569746017e+01,-5.395816422e+01,1.604858246e+02,6.020127647e+04,5.254358267e+04,3.538952809e+05,2.911891453e+06,1,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,0,1153,1081,5.476208949e+05,4.709729525e+05,1153,-1,1160,-1
1161,79,78.641744,208,0.0556776,79,232,79,280,208,232,208,280,5.330059814e+02,2.020757103e+01,-3.516212463e+01,1.596212616e+02,2.663939791e+07,6.402021346e+04,1.929284510e+05,2.742966798e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,0,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1162,79,78.697422,208,0.0556776,79,232,79,280,208,232,208,280,9.481468506e+02,2.099114418e+01,-1.435513401e+01,1.509355316e+02,5.652822826e+07,7.144929965e+04,9.707629970e+04,2.380542439e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,0,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1163,79,78.753100,208,0.0556776,79,232,79,280,208,232,208,280,1.203746826e+03,1.871830940e+01,7.292212009e+00,1.336767273e+02,8.969755310e+07,7.219026721e+04,7.950402312e+04,1.884295649e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,0,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1164,79,78.808777,208,0.0556776,79,232,79,280,208,232,208,280,1.278333740e+03,1.444228745e+01,2.831472206e+01,1.083153000e+02,1.128161022e+08,6.457826446e+04,1.380572119e+05,1.338271948e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,0,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1165,79,78.864455,209,0.0556776,79,232,79,280,209,232,209,280,1.192747559e+03,9.099767685e+00,3.690217209e+01,9.682151031e+01,1.183720065e+08,4.979532274e+04,1.885109176e+05,1.133960072e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,0,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1166,79,78.920132,209,0.0556776,79,232,79,280,209,232,209,280,9.976995239e+02,3.466756821e+00,5.447520065e+01,6.412995148e+01,1.064741250e+08,3.307413224e+04,3.281486492e+05,6.728266384e+05,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1167,79,78.975810,209,0.0556776,79,232,79,280,209,232,209,280,7.537907715e+02,-1.563750982e+00,6.806606293e+01,2.911871338e+01,8.295373609e+07,2.262036243e+04,4.889938575e+05,3.511534408e+05,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1168,79,79.031488,209,0.0556776,79,232,79,280,209,232,209,280,5.122089233e+02,-4.765597820e+00,7.736261749e+01,-5.359078407e+00,5.577205855e+07,2.644422585e+04,6.397947581e+05,2.088569571e+05,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1169,79,79.087165,209,0.0556776,79,232,79,280,209,232,209,280,3.034791260e+02,-4.710938931e+00,8.251485443e+01,-3.666909027e+01,3.178257146e+07,4.780710147e+04,7.544055231e+05,2.522800090e+05,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1170,79,79.142843,209,0.0556776,79,232,79,280,209,232,209,280,1.372852173e+02,-2.776795030e-01,8.378370667e+01,-6.270961380e+01,1.492594641e+07,8.343670326e+04,8.164095197e+05,4.583690277e+05,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1171,79,79.198521,210,0.0556776,79,232,79,280,210,232,210,280,1.024631691e+01,8.692992210e+00,8.452826691e+01,-7.025773621e+01,5.977616700e+06,1.260666995e+05,8.502517237e+05,5.919540248e+05,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1172,79,79.254198,210,0.0556776,79,232,79,280,210,232,210,280,-8.535034180e+01,2.098478889e+01,8.107576752e+01,-8.848726654e+01,3.405494326e+06,1.680303741e+05,8.324127904e+05,9.552660298e+05,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1173,79,79.309876,210,0.0556776,79,232,79,280,210,232,210,280,-1.572868500e+02,3.419246292e+01,7.464267731e+01,-1.015687256e+02,4.707531744e+06,2.036181057e+05,7.651786532e+05,1.349008937e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1174,79,79.365554,210,0.0556776,79,232,79,280,210,232,210,280,-2.134604187e+02,4.551698685e+01,6.639662933e+01,-1.111579819e+02,7.596768400e+06,2.286354491e+05,6.656070191e+05,1.702887783e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1175,79,79.421231,210,0.0556776,79,232,79,280,210,232,210,280,-2.619408875e+02,5.272154617e+01,5.780995941e+01,-1.185685806e+02,1.059065428e+07,2.381669885e+05,5.528162914e+05,1.957539238e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1176,79,79.476909,210,0.0556776,79,232,79,280,210,232,210,280,-3.080556030e+02,5.464952850e+01,5.005409622e+01,-1.239644012e+02,1.298881861e+07,2.272649981e+05,4.425119612e+05,2.075669009e+06,0,0,0,0,6,6,5,6,196.000000,191.000000,4.897959184e-01,5.298056813e-01,9.744897959e-01,1.054092553e+00,1.063768653e+00,9.244821935e-01,9.834351780e-01,-9.096056623e-03,1.048284837e+00,0,1,1153,1081,5.476208949e+05,4.709729525e+05,-1,-1,-1,-1
1177,80,79.532587,211,0.0556776,80,232,80,280,211,232,211,280,-3.289836426e+02,5.402025223e+01,4.819182587e+01,-1.282881470e+02,1.337867520e+07,1.954414193e+05,4.038525437e+05,2.124217417e+06,0,0,1,0,6,6,6,6,196.000000,189.000000,4.897959184e-01,5.354120906e-01,9.642857143e-01,1.054092553e+00,1.063768653e+00,9.148017517e-01,9.731374274e-01,-9.096056623e-03,1.048284837e+00,0,0,1153,1171,5.476208949e+05,8.502517237e+05,-1,1171,-1,1177
